species,height_min,height_max,height_mean
Myriophyllum verticillatum,0.4,2,1.2
Myrrhis odorata,0.6,1.2,0.9
Najas marina,0.05,0.7,0.375
Najas minor,0.05,0.25,0.15
Narcissus cyclamineus,0.15,0.3,0.225
Narcissus jonquilla,0.1,0.3,0.2
Narcissus poeticus,0.2,0.4,0.3
Narcissus pseudonarcissus,0.2,0.4,0.3
Narcissus tazetta,0.2,0.3,0.25
Narcissus triandrus,0.2,0.3,0.25
Nardus stricta,0.1,0.3,0.2
Narthecium ossifragum,0.1,0.3,0.2
Nasturtium x sterile,0.3,1,0.65
Nasturtium microphyllum,0.2,0.7,0.45
Nasturtium officinale,0.2,0.8,0.5
Nectaroscilla litardierei,0.15,0.3,0.225
Neotinea tridentata,0.15,0.4,0.275
Neotinea ustulata var. aestivalis,0.2,0.6,0.4
Neotinea ustulata var. ustulata,0.1,0.3,0.2
Neottia nidus-avis,0.15,0.4,0.275
Nepeta x faasenii,0.2,0.6,0.4
Nepeta cataria,0.3,0.7,0.5
Nepeta grandiflora,0.4,1,0.7
Nepeta nuda,0.4,1,0.7
Nepeta racemosa,0.15,0.4,0.275
Neslia paniculata,0.15,0.5,0.325
Nicandra physalodes,0.3,1,0.65
Nicotiana alata,0.6,1.5,1.05
Nicotiana rustica,0.3,1.5,0.9
Nicotiana tabacum,0.8,3,1.9
Nigella arvensis,0.1,0.3,0.2
Nigella damascena,0.15,0.4,0.275
Nigella sativa,0.2,0.3,0.25
Noccaea caerulescens subsp. caerulescens,0.15,0.3,0.225
Noccaea montana,0.1,0.2,0.15
Nonea pulla,0.3,0.5,0.4
Notholaena marantae,0.1,0.3,0.2
Nuphar lutea,0.5,2.5,1.5
Nuphar pumila,0.4,1.3,0.85
Nymphaea alba,0.5,2,1.25
Nymphaea candida,0.3,1.7,1
Nymphaea cv. div.,0.4,1.5,0.95
Nymphoides peltata,0.8,1.5,1.15
Ocimum basilicum,0.2,0.4,0.3
Odontites luteus,0.15,0.4,0.275
Odontites vernus subsp. serotinus,0.2,0.8,0.5
Odontites vernus subsp. vernus,0.1,0.4,0.25
Oenanthe aquatica,0.3,1.5,0.9
Oenanthe fistulosa,0.3,0.8,0.55
Oenanthe silaifolia,0.3,0.7,0.5
Oenothera acutifolia,0.6,1.9,1.25
Oenothera ammophila,0.5,1.1,0.8
Oenothera biennis,0.6,2,1.3
Oenothera canovirens,0.6,1.2,0.9
Oenothera coronifera,0.7,1.8,1.25
Oenothera depressa,1,2.4,1.7
Oenothera fallax,0.5,2,1.25
Oenothera flava,0.12,0.2,0.16
Oenothera glazioviana,0.6,1.9,1.25
Oenothera hoelscheri,0.6,1.5,1.05
Oenothera issleri,0.7,1.5,1.1
Oenothera macrocarpa,0.25,0.4,0.325
Oenothera moravica,0.8,2.2,1.5
Oenothera parviflora,0.8,1.6,1.2
Oenothera pycnocarpa,0.8,2.6,1.7
Oenothera rubricaulis,0.6,1.8,1.2
Oenothera subterminalis,0.5,1.5,1
Oenothera victorinii,0.6,2,1.3
Omphalodes scorpioides,0.1,0.4,0.25
Omphalodes verna,0.1,0.3,0.2
Onobrychis arenaria subsp. arenaria,0.2,0.5,0.35
Onobrychis viciifolia,0.2,0.5,0.35
Ononis arvensis,0.3,0.8,0.55
Ononis repens,0.3,0.7,0.5
Ononis spinosa,0.3,0.8,0.55
Onopordum acanthium,0.5,2.5,1.5
Onosma arenaria,0.2,0.7,0.45
Ophioglossum vulgatum,0.08,0.2,0.14
Ophrys apifera,0.15,0.35,0.25
Ophrys holoserica,0.14,0.3,0.22
Ophrys insectifera,0.12,0.35,0.235
Opuntia phaeacantha,0.1,0.4,0.25
Opuntia polyacantha,0.1,0.2,0.15
Orchis mascula,0.2,0.6,0.4
Orchis militaris,0.25,0.5,0.375
Orchis pallens,0.15,0.3,0.225
Orchis purpurea,0.4,0.6,0.5
Oreojuncus trifidus,0.1,0.3,0.2
Oreopteris limbosperma,0.3,1,0.65
Origanum majorana,0.2,0.5,0.35
Origanum vulgare,0.25,0.7,0.475
Orlaya grandiflora,0.1,0.4,0.25
Ornithogalum angustifolium,0.1,0.25,0.175
Ornithogalum boucheanum,0.2,0.5,0.35
Ornithogalum brevistylum,0.3,1.2,0.75
Ornithogalum kochii,0.1,0.2,0.15
Ornithogalum nutans,0.2,0.5,0.35
Ornithogalum pyrenaicum,0.5,1.3,0.9
Ornithogalum umbellatum,0.15,0.25,0.2
Ornithopus compressus,0.1,0.2,0.15
Ornithopus perpusillus,0.05,0.3,0.175
Ornithopus sativus,0.2,0.5,0.35
Orobanche alba subsp. alba,0.08,0.4,0.24
Orobanche alba subsp. major,0.2,0.65,0.425
Orobanche alsatica,0.15,0.75,0.45
Orobanche artemisiae-campestris,0.15,0.55,0.35
Orobanche caryophyllacea,0.2,0.6,0.4
Orobanche coerulescens,0.1,0.4,0.25
Orobanche elatior,0.4,0.6,0.5
Orobanche flava,0.3,0.75,0.525
Orobanche gracilis,0.15,0.4,0.275
Orobanche kochii,0.2,0.6,0.4
Orobanche lutea,0.3,0.65,0.475
Orobanche minor,0.1,0.5,0.3
Orobanche picridis,0.2,0.6,0.4
Orobanche reticulata,0.2,0.9,0.55
Orobanche teucrii,0.1,0.3,0.2
Orthilia secunda subsp. secunda,0.1,0.25,0.175
Osmunda regalis,0.4,1.5,0.95
Othocallis amoena,0.15,0.25,0.2
Othocallis mischtschenkoana,0.1,0.2,0.15
Othocallis siberica,0.05,0.2,0.125
Oxalis acetosella,0.05,0.12,0.085
Oxalis corniculata,0.05,0.25,0.15
Oxalis dillenii,0.1,0.2,0.15
Oxalis stricta,0.15,0.4,0.275
Oxybaphus nyctagineus,0.5,1,0.75
Oxytropis pilosa,0.2,0.4,0.3
Paeonia lactiflora,0.6,1,0.8
Paeonia officinalis,0.4,0.8,0.6
Paeonia suffruticosa,0.6,2,1.3
Panicum capillare,0.3,0.5,0.4
Panicum dichotomiflorum,0.3,1,0.65
Panicum miliaceum,0.3,1,0.65
Papaver argemone,0.15,0.5,0.325
Papaver confine,0.4,0.8,0.6
Papaver croceum,0.2,0.6,0.4
Papaver dubium,0.5,1,0.75
Papaver lecoqii,0.3,0.6,0.45
Papaver maculosum,0.2,0.8,0.5
Papaver pseudo-orientale,0.6,1,0.8
Papaver rhoeas,0.2,0.9,0.55
Papaver somniferum,0.3,1.8,1.05
Parentucellia viscosa,0.1,0.3,0.2
Parietaria officinalis,0.3,0.8,0.55
Paris quadrifolia,0.1,0.4,0.25
Parnassia palustris,0.1,0.25,0.175
Parthenocissus inserta,4,15,9.5
Parthenocissus quinquefolia,5,30,17.5
Parthenocissus tricuspidata,5,20,12.5
Pastinaca sativa,0.3,1,0.65
Paulownia tomentosa,15,25,20
Pedicularis exaltata,0.7,1.7,1.2
Pedicularis palustris subsp. opsiantha,0.4,1.5,0.95
Pedicularis palustris subsp. palustris,0.2,0.6,0.4
Pedicularis sceptrum-carolinum,0.3,1,0.65
Pedicularis sudetica subsp. sudetica,0.1,0.25,0.175
Pedicularis sylvatica subsp. sylvatica,0.05,0.2,0.125
Peltaria alliacea,0.2,0.6,0.4
Pennisetum alopecuroides,NA,1.2,NA
Pentaglottis sempervirens,0.3,1,0.65
Peplis portula,0.01,0.05,0.03
Persicaria amphibia,0.2,0.8,0.5
Persicaria capitata,0.15,0.5,0.325
Persicaria hydropiper,0.25,0.6,0.425
Persicaria lapathifolia,0.15,0.8,0.475
Persicaria maculosa,0.2,0.6,0.4
Persicaria minor,0.1,0.3,0.2
Persicaria mitis,0.15,0.6,0.375
Persicaria orientalis,1,2.5,1.75
Persicaria pensylvanica,0.5,1.8,1.15
Petasites albus,0.1,0.8,0.45
Petasites hybridus subsp. hybridus,0.1,1.3,0.7
Petasites japonicus,0.3,2,1.15
Petasites kablikianus,0.3,0.7,0.5
Petrorhagia prolifera,0.2,0.5,0.35
Petrorhagia saxifraga,0.1,0.25,0.175
Petroselinum crispum,0.4,0.8,0.6
Petunia x atkinsiana,0.2,1,0.6
Peucedanum alsaticum,0.5,1.5,1
Peucedanum arenarium,0.8,1.5,1.15
Peucedanum austriacum,0.6,1.3,0.95
Peucedanum carvifolia,0.3,1,0.65
Peucedanum cervaria,0.3,1.3,0.8
Peucedanum oreoselinum,0.3,1,0.65
Peucedanum ostruthium,0.3,1,0.65
Peucedanum palustre,0.5,1.5,1
Phacelia tanacetifolia,0.2,0.8,0.5
Phalaris arundinacea,0.8,2.5,1.65
Phalaris canariensis,0.15,0.4,0.275
Phaseolus coccineus,1,4,2.5
Phaseolus vulgaris,0.2,3,1.6
Phegopteris connectilis,0.1,0.5,0.3
Phelipanche arenaria,0.15,0.6,0.375
Phelipanche bohemica,0.25,0.7,0.475
Phelipanche caesia,0.12,0.35,0.235
Phelipanche purpurea s. l.,0.15,0.5,0.325
Phelipanche ramosa,0.05,0.4,0.225
Phellodendron amurense,10,30,20
Philadelphus coronarius,2,4,3
Phleum alpinum,0.2,0.5,0.35
Phleum exaratum,0.05,0.4,0.225
Phleum nodosum,0.2,0.8,0.5
Phleum paniculatum,0.06,0.4,0.23
Phleum phleoides,0.3,0.6,0.45
Phleum pratense,0.3,1.2,0.75
Phlomis tuberosa,0.6,1.5,1.05
Phlox paniculata,0.4,1.2,0.8
Phragmites australis,1,4,2.5
Physalis alkekengi,0.3,0.7,0.5
Physalis angulata,0.3,0.5,0.4
Physalis peruviana,0.3,1,0.65
Physalis philadelphica,0.2,0.7,0.45
Physalis pubescens,0.2,0.6,0.4
Physocarpus opulifolius,2,3,2.5
Phyteuma nigrum,0.2,0.5,0.35
Phyteuma orbiculare,0.1,0.25,0.175
Phyteuma spicatum,0.2,0.8,0.5
Phytolacca acinosa,0.5,2,1.25
Phytolacca americana,0.5,2.5,1.5
Picea abies,1,50,25.5
Picea glauca,5,30,17.5
Picea mariana,2,20,11
Picea omorika,15,40,27.5
Picea pungens,10,40,25
Picea sitchensis,30,40,35
Picris hieracioides,0.3,1.5,0.9
Pilosella anchusoides,0.15,0.4,0.275
Pilosella aurantiaca,0.2,0.65,0.425
Pilosella auriculoides,0.4,0.7,0.55
Pilosella bauhini,0.4,0.7,0.55
Pilosella bifurca,0.1,0.45,0.275
Pilosella blyttiana,0.2,0.45,0.325
Pilosella brachiata,0.1,0.4,0.25
Pilosella caespitosa,0.3,0.7,0.5
Pilosella callimorpha,0.25,0.5,0.375
Pilosella callimorphoides,0.09,0.25,0.17
Pilosella calodon,0.3,0.8,0.55
Pilosella calomastix,0.35,0.8,0.575
Pilosella cochlearis,0.18,0.3,0.24
Pilosella corymbulifera,0.25,0.5,0.375
Pilosella cymiflora,0.25,0.5,0.375
Pilosella cymosa,0.3,0.8,0.55
Pilosella densiflora,0.3,0.8,0.55
Pilosella dubia,0.2,0.4,0.3
Pilosella echioides,0.25,0.9,0.575
Pilosella erythrochrista,0.3,0.6,0.45
Pilosella euchaetia,0.25,0.6,0.425
Pilosella fallacina,0.3,0.35,0.325
Pilosella flagellariformis,0.2,0.3,0.25
Pilosella flagellaris,0.12,0.3,0.21
Pilosella floribunda,0.3,0.7,0.5
Pilosella fusca,0.2,0.4,0.3
Pilosella fuscoatra,0.3,0.8,0.55
Pilosella glomerata,0.3,0.8,0.55
Pilosella heterodoxa,0.3,0.65,0.475
Pilosella iserana,0.25,0.45,0.35
Pilosella kalksburgensis,0.1,0.3,0.2
Pilosella koernickeana,0.25,0.5,0.375
Pilosella lactucella,0.05,0.3,0.175
Pilosella leptophyton,0.3,0.4,0.35
Pilosella leucopsilon,0.05,0.25,0.15
Pilosella macranthela,0.25,0.6,0.425
Pilosella macrostolona,0.1,0.3,0.2
Pilosella melinomelas,0.15,0.35,0.25
Pilosella officinarum,0.05,0.3,0.175
Pilosella onegensis,0.3,0.7,0.5
Pilosella paragoga,0.1,0.3,0.2
Pilosella piloselliflora,0.1,0.4,0.25
Pilosella pilosellina,0.15,0.4,0.275
Pilosella piloselloides,0.2,0.8,0.5
Pilosella polymastix,0.4,0.7,0.55
Pilosella prussica,0.2,0.65,0.425
Pilosella pseudocalodon,0.3,0.7,0.5
Pilosella rothiana,0.3,0.75,0.525
Pilosella rubra,0.25,0.4,0.325
Pilosella scandinavica,0.25,0.45,0.35
Pilosella schultesii,0.1,0.3,0.2
Pilosella setigera,0.35,0.7,0.525
Pilosella stenosoma,0.15,0.25,0.2
Pilosella stoloniflora,0.15,0.3,0.225
Pilosella sulphurea,0.2,0.55,0.375
Pilosella tephroglauca,0.18,0.3,0.24
Pilosella tephrophyton,0.1,0.15,0.125
Pilosella tubulascens,0.3,0.75,0.525
Pilosella visianii,0.15,0.5,0.325
Pilosella ziziana,0.3,0.8,0.55
Pilularia globulifera,0.05,0.1,0.075
Pimpinella anisum,0.2,0.5,0.35
Pimpinella major,0.4,1.2,0.8
Pimpinella peregrina,0.5,0.9,0.7
Pimpinella saxifraga,0.3,0.9,0.6
Pimpinella saxifraga subsp. nigra,0.4,0.9,0.65
Pimpinella saxifraga subsp. saxifraga,0.3,0.8,0.55
Pinguicula vulgaris subsp. bohemica,0.07,0.16,0.115
Pinguicula vulgaris subsp. vulgaris,0.05,0.25,0.15
Pinus x ascendens,5,10,7.5
Pinus banksiana,5,25,15
Pinus cembra,10,30,20
Pinus contorta,10,25,17.5
Pinus mugo,0.3,3,1.65
Pinus nigra,15,40,27.5
Pinus ponderosa subsp. ponderosa,15,50,32.5
Pinus rigida,10,30,20
Pinus strobus,20,40,30
Pinus sylvestris,5,40,22.5
Pinus uncinata,4,20,12
Pistia stratiotes,0.02,0.12,0.07
Pisum sativum,0.3,1.5,0.9
Plantago alpina,0.05,0.12,0.085
Plantago altissima,0.5,1,0.75
Plantago arenaria,0.1,0.4,0.25
Plantago atrata,0.12,0.2,0.16
Plantago coronopus subsp. coronopus,0.05,0.3,0.175
Plantago gentianoides,0.2,0.4,0.3
Plantago lanceolata,0.07,0.3,0.185
Plantago major subsp. major,0.1,0.4,0.25
Plantago maritima,0.15,0.3,0.225
Plantago media,0.15,0.3,0.225
Plantago uliginosa,0.05,0.25,0.15
Platanthera bifolia,0.2,0.5,0.35
Platanthera chlorantha,0.2,0.5,0.35
Platanus x hispanica,20,40,30
Platanus occidentalis,10,35,22.5
Platanus orientalis,15,25,20
Platycladus orientalis,1,10,5.5
Pleioblastus chino,0.5,2.5,1.5
Pleurospermum austriacum,0.5,1.5,1
Plumbago europaea,0.3,1,0.65
Poa alpina,0.1,0.35,0.225
Poa angustifolia,0.2,0.8,0.5
Poa annua,0.05,0.25,0.15
Poa badensis,0.1,0.35,0.225
Poa bulbosa,0.08,0.35,0.215
Poa chaixii,0.5,1.2,0.85
Poa compressa,0.1,0.8,0.45
Poa humilis,0.1,0.8,0.45
Poa laxa,0.1,0.3,0.2
Poa nemoralis,0.3,0.8,0.55
Poa palustris,0.3,1,0.65
Poa pratensis,0.3,1.2,0.75
Poa remota,0.5,1.25,0.875
Poa riphaea,0.1,0.35,0.225
Poa supina,0.05,0.25,0.15
Poa trivialis,0.3,1,0.65
Podophyllum hexandrum,0.3,0.5,0.4
Polemonium caeruleum,0.2,0.8,0.5
Polycarpon tetraphyllum,0.05,0.15,0.1
Polycnemum arvense,0.02,0.15,0.085
Polycnemum heuffelii,0.03,0.15,0.09
Polycnemum majus,0.08,0.35,0.215
Polygala amara,0.1,0.25,0.175
Polygala amarella,0.05,0.25,0.15
Polygala chamaebuxus,0.05,0.25,0.15
Polygala comosa,0.1,0.35,0.225
Polygala major,0.1,0.45,0.275
Polygala multicaulis,0.15,0.25,0.2
Polygala serpyllifolia,0.05,0.25,0.15
Polygala vulgaris,0.05,0.3,0.175
Polygonatum latifolium,0.25,0.7,0.475
Polygonatum multiflorum,0.2,0.8,0.5
Polygonatum odoratum,0.15,0.75,0.45
Polygonatum verticillatum,0.3,1,0.65
Polygonum arenastrum,0.05,0.1,0.075
Polygonum aviculare,0.1,0.6,0.35
Polygonum rurivagum,0.05,0.5,0.275
Polypodium interjectum,0.2,0.4,0.3
Polypodium vulgare,0.1,0.3,0.2
Polypogon monspeliensis,0.1,0.6,0.35
Polystichum aculeatum,0.3,0.8,0.55
Polystichum braunii,0.2,0.7,0.45
Polystichum lonchitis,0.1,0.5,0.3
Polystichum setiferum,0.3,1,0.65
Pontederia cordata,0.3,1.4,0.85
Populus x canadensis,20,40,30
Populus x candicans,15,25,20
Populus x canescens,15,35,25
Populus alba,20,35,27.5
Populus balsamifera,10,25,17.5
Populus nigra,20,40,30
Populus tremula,15,25,20
Portulaca grandiflora,0.05,0.3,0.175
Portulaca oleracea,0.05,0.3,0.175
Potamogeton x angustifolius,0.2,1.2,0.7
Potamogeton acutifolius,0.2,1,0.6
Potamogeton alpinus,0.2,1.3,0.75
Potamogeton berchtoldii,0.1,1,0.55
Potamogeton coloratus,0.2,0.7,0.45
Potamogeton compressus,0.5,1.2,0.85
Potamogeton crispus,0.2,1.3,0.75
Potamogeton friesii,0.2,1.2,0.7
Potamogeton gramineus,0.2,1.2,0.7
Potamogeton lucens,0.4,2,1.2
Potamogeton natans,0.15,1.8,0.975
Potamogeton nodosus,0.2,2,1.1
Potamogeton obtusifolius,0.1,1.2,0.65
Potamogeton perfoliatus,0.3,2.5,1.4
Potamogeton polygonifolius,0.02,0.7,0.36
Potamogeton praelongus,0.3,1.5,0.9
Potamogeton pusillus,0.1,1,0.55
Potamogeton trichoides,0.2,1,0.6
Potentilla adscharica,0.3,0.5,0.4
Potentilla alba,0.02,0.15,0.085
Potentilla anglica,0.1,0.6,0.35
Potentilla anserina,0.1,0.3,0.2
Potentilla argentea,0.05,0.6,0.325
Potentilla aurea,0.03,0.3,0.165
Potentilla collina,0.05,0.25,0.15
Potentilla crantzii,0.05,0.3,0.175
Potentilla erecta,0.05,0.5,0.275
Potentilla heptaphylla,0.02,0.2,0.11
Potentilla incana,0.02,0.15,0.085
Potentilla inclinata,0.1,0.6,0.35
Potentilla intermedia,0.1,0.5,0.3
Potentilla lindackeri,0.03,0.2,0.115
Potentilla micrantha,0.02,0.1,0.06
Potentilla norvegica,0.04,0.7,0.37
Potentilla patula,0.05,0.2,0.125
Potentilla puberula,0.02,0.15,0.085
Potentilla recta,0.2,0.8,0.5
Potentilla reptans,0.1,0.3,0.2
Potentilla sterilis,0.02,0.1,0.06
Potentilla supina,0.05,0.6,0.325
Potentilla thuringiaca,0.15,0.5,0.325
Potentilla verna,0.02,0.2,0.11
Prenanthes purpurea,0.3,1.6,0.95
Primula auricula,0.05,0.2,0.125
Primula elatior subsp. corcontica,0.03,0.12,0.075
Primula elatior subsp. elatior,0.06,0.3,0.18
Primula elatior subsp. tatrensis,0.06,0.3,0.18
Primula farinosa,0.02,0.2,0.11
Primula minima,0.01,0.03,0.02
Primula veris,0.04,0.2,0.12
Primula vulgaris,0.05,0.1,0.075
Prunella grandiflora,0.2,0.4,0.3
Prunella laciniata,0.1,0.3,0.2
Prunella vulgaris,0.05,0.25,0.15
Prunus armeniaca,2,15,8.5
Prunus avium,3,35,19
Prunus cerasifera,3,10,6.5
Prunus cerasus,1.5,15,8.25
Prunus domestica,3,10,6.5
Prunus dulcis,2,6,4
Prunus fruticosa,0.3,1.5,0.9
Prunus insititia,3,10,6.5
Prunus laurocerasus,1,5,3
Prunus mahaleb,1.5,15,8.25
Prunus padus,0.5,12,6.25
Prunus padus subsp. borealis,0.5,2,1.25
Prunus padus subsp. padus,2,12,7
Prunus persica,3,6,4.5
Prunus serotina,3,10,6.5
Prunus serrulata,3,7,5
Prunus spinosa,0.5,3,1.75
Prunus spinosa subsp. fruticans,1,5,3
Prunus tenella,0.2,1.5,0.85
Psephellus dealbatus,0.5,1,0.75
Pseudofumaria alba subsp. alba,0.2,0.4,0.3
Pseudofumaria lutea,0.1,0.3,0.2
Pseudognaphalium luteoalbum,0.05,0.7,0.375
Pseudorchis albida,0.1,0.35,0.225
Pseudotsuga menziesii var. glauca,10,40,25
Pseudotsuga menziesii var. menziesii,25,70,47.5
Ptelea trifoliata,2,8,5
Pteridium aquilinum subsp. aquilinum,0.5,2,1.25
Puccinellia distans,0.15,0.4,0.275
Puccinellia gigantea,NA,0.8,NA
Pulegium vulgare,0.1,0.3,0.2
Pulicaria dysenterica,0.3,0.6,0.45
Pulicaria vulgaris,0.1,0.3,0.2
Pulmonaria angustifolia,0.1,0.35,0.225
Pulmonaria mollis,0.2,0.5,0.35
Pulmonaria obscura,0.1,0.35,0.225
Pulmonaria officinalis,0.1,0.35,0.225
Pulmonaria rubra,0.2,0.5,0.35
Pulsatilla alpina,0.02,0.35,0.185
Pulsatilla grandis subsp. grandis,0.05,0.4,0.225
Pulsatilla patens,0.05,0.45,0.25
Pulsatilla pratensis,0.08,0.25,0.165
Pulsatilla vernalis,0.02,0.3,0.16
Pulsatilla vulgaris,0.05,0.4,0.225
Puschkinia scilloides,0.1,0.2,0.15
Pyracantha coccinea,1,2,1.5
Pyrola chlorantha,0.1,0.3,0.2
Pyrola media,0.1,0.3,0.2
Pyrola minor,0.1,0.25,0.175
Pyrola rotundifolia subsp. rotundifolia,0.15,0.3,0.225
Pyrus communis,10,15,12.5
Pyrus nivalis,10,16,13
Pyrus pyraster,7,20,13.5
Quercus cerris,15,35,25
Quercus frainetto,15,35,25
Quercus palustris,20,25,22.5
Quercus petraea,10,40,25
Quercus pubescens,2,20,11
Quercus robur,15,45,30
Quercus rubra,20,30,25
Radiola linoides,0.02,0.12,0.07
Ranunculus aconitifolius,0.4,0.9,0.65
Ranunculus acris subsp. acris,0.3,0.7,0.5
Ranunculus acris subsp. friesianus,0.5,1.2,0.85
Ranunculus aquatilis,0.05,2,1.025
Ranunculus arvensis,0.15,0.4,0.275
Ranunculus auricomus agg.,0.25,0.6,0.425
Ranunculus baudotii,0.05,1.5,0.775
Ranunculus bulbosus,0.15,0.4,0.275
Ranunculus circinatus,0.05,2.5,1.275
Ranunculus flammula,0.2,0.5,0.35
Ranunculus fluitans,0.4,6,3.2
Ranunculus illyricus,0.2,0.5,0.35
Ranunculus lanuginosus,0.3,0.9,0.6
Ranunculus lingua,0.6,1.2,0.9
Ranunculus nemorosus,0.2,0.7,0.45
Ranunculus peltatus,0.05,2,1.025
Ranunculus penicillatus,0.5,3,1.75
Ranunculus platanifolius,0.6,1.2,0.9
Ranunculus polyanthemos,0.3,0.7,0.5
Ranunculus repens,0.1,0.4,0.25
Ranunculus rionii,0.05,0.8,0.425
Ranunculus sardous,0.1,0.5,0.3
Ranunculus sceleratus,0.1,1,0.55
Ranunculus trichophyllus,0.05,1,0.525
Raphanus raphanistrum,0.3,0.8,0.55
Raphanus sativus,0.2,0.5,0.35
Rapistrum perenne,0.3,0.8,0.55
Rapistrum rugosum,0.2,0.8,0.5
Reseda lutea,0.2,0.6,0.4
Reseda luteola,0.4,1.5,0.95
Reseda phyteuma,0.1,0.3,0.2
Reynoutria x bohemica,2,3,2.5
Reynoutria japonica var. compacta,1.5,3,2.25
Reynoutria japonica var. japonica,1,1.3,1.15
Reynoutria sachalinensis,3,4,3.5
Rhagadiolus stellatus,0.1,0.5,0.3
Rhamnus cathartica,1.5,4,2.75
Rhaponticum carthamoides,0.5,1.5,1
Rhaponticum repens,0.15,0.7,0.425
Rheum officinale,1.5,3,2.25
Rheum rhabarbarum,1,1.7,1.35
Rheum rhaponticum,1,1.5,1.25
Rhinanthus alectorolophus,0.1,0.8,0.45
Rhinanthus major,0.05,1.2,0.625
Rhinanthus minor,0.05,0.6,0.325
Rhinanthus riphaeus,0.05,0.5,0.275
Rhodiola rosea,0.1,0.4,0.25
Rhododendron tomentosum,0.5,1.5,1
Rhodotypos scandens,1.5,3,2.25
Rhus typhina,2,6,4
Rhynchospora alba,0.1,0.5,0.3
Rhynchospora fusca,0.1,0.4,0.25
Ribes alpinum,0.5,1.5,1
Ribes aureum,1,2.5,1.75
Ribes nigrum,1,1.5,1.25
Ribes odoratum,1,3,2
Ribes petraeum,1,2,1.5
Ribes rubrum,0.5,2,1.25
Ribes sanguineum,1,3,2
Ribes spicatum,0.7,2,1.35
Ribes uva-crispa,0.5,1.5,1
Ricinus communis,1,5,3
Robinia x ambigua,8,15,11.5
Robinia hispida,1,1.5,1.25
Robinia pseudoacacia,2,30,16
Rodgersia pinnata,0.5,1.5,1
Rodgersia podophylla,0.6,1.3,0.95
Rorippa x anceps,0.4,1,0.7
Rorippa x armoracioides,0.3,0.9,0.6
Rorippa x hungarica,0.4,0.8,0.6
Rorippa amphibia,0.4,1,0.7
Rorippa austriaca,0.3,0.8,0.55
Rorippa palustris,0.15,0.6,0.375
Rorippa sylvestris,0.2,0.5,0.35
Rosa x alba,1,2,1.5
Rosa x centifolia,0.5,1.2,0.85
Rosa agrestis,1,1.5,1.25
Rosa arvensis,1,1.5,1.25
Rosa canina,1,3,2
Rosa dumalis,1,3,2
Rosa elliptica,1,2,1.5
Rosa foetida,1,3,2
Rosa gallica,0.3,1,0.65
Rosa glauca,1.5,2.5,2
Rosa hugonis,2,4,3
Rosa majalis,1,1.5,1.25
Rosa marginata,0.8,2,1.4
Rosa micrantha,1,2.5,1.75
Rosa multiflora,1.5,4,2.75
Rosa pendulina,1,2,1.5
Rosa rubiginosa,1.5,2,1.75
Rosa rugosa,0.7,1.5,1.1
Rosa sherardii,1,2,1.5
Rosa spinosissima,0.5,1,0.75
Rosa tomentosa,1,2,1.5
Rosa villosa,1,2,1.5
Rostraria cristata,0.05,0.6,0.325
Rubia tinctorum,0.6,0.8,0.7
Rubrivena polystachya,0.8,1.5,1.15
Rubus caesius,0.2,0.6,0.4
Rubus chamaemorus,0.05,0.25,0.15
Rubus idaeus,0.5,2,1.25
Rubus occidentalis,1,1.8,1.4
Rubus odoratus,1,1.5,1.25
Rubus phoenicolasius,1,2,1.5
Rubus saxatilis,0.1,0.3,0.2
Rudbeckia hirta,0.3,1,0.65
Rudbeckia laciniata,0.8,2.5,1.65
Rumex x heterophyllus,0.8,2,1.4
Rumex acetosa,0.3,1,0.65
Rumex acetosella,0.05,0.35,0.2
Rumex acetosella subsp. acetosella,0.1,0.3,0.2
Rumex acetosella subsp. acetoselloides,0.05,0.25,0.15
Rumex acetosella subsp. multifidus,0.1,0.35,0.225
Rumex acetosella subsp. pyrenaicus,0.1,0.3,0.2
Rumex alpinus,0.2,1.2,0.7
Rumex aquaticus subsp. aquaticus,0.8,2,1.4
Rumex arifolius,0.4,1,0.7
Rumex conglomeratus,0.3,0.9,0.6
Rumex crispus,0.3,1,0.65
Rumex hydrolapathum,1,2.5,1.75
Rumex longifolius,0.5,1.2,0.85
Rumex maritimus,0.1,0.7,0.4
Rumex obtusifolius,0.5,1.2,0.85
Rumex palustris,0.2,1,0.6
Rumex patientia subsp. patientia,0.5,2,1.25
Rumex sanguineus,0.5,1.2,0.85
Rumex scutatus,0.1,0.5,0.3
Rumex stenophyllus,0.5,1,0.75
Rumex thyrsiflorus,0.5,1.1,0.8
Rumex triangulivalvis,0.3,1,0.65
Ruta graveolens,0.2,0.8,0.5
Sagina alexandrae,0.03,0.1,0.065
Sagina apetala subsp. apetala,0.03,0.1,0.065
Sagina apetala subsp. erecta,0.03,0.15,0.09
Sagina nodosa,0.05,0.15,0.1
Sagina procumbens,0.02,0.05,0.035
Sagina saginoides,0.02,0.1,0.06
Sagittaria latifolia,0.6,1.2,0.9
Sagittaria sagittifolia,0.3,1,0.65
Salicornia perennans,0.05,0.3,0.175
Salix ‘Americana’,1,2,1.5
Salix x pendulina,8,15,11.5
Salix x sepulcralis,10,20,15
Salix acutifolia,2,6,4
Salix alba,15,30,22.5
Salix appendiculata,2,5,3.5
Salix aurita,1,3,2
Salix babylonica,10,12,11
Salix bicolor,0.8,1.5,1.15
Salix caprea,3,12,7.5
Salix cinerea,2,5,3.5
Salix daphnoides,6,12,9
