SPECIES_NR,LETTERCODE,SYNONYM,TurbovegCzechiaSlovakia,Kaplan,ExpertSystem,nonvascular
4948,HELAPET,FALSE,Helianthus petiolaris,Helianthus petiolaris,Helianthus petiolaris,0
4949,HELARIG,FALSE,Helianthus rigidus,Helianthus pauciflorus,Helianthus pauciflorus,0
4952,HELASAL,FALSE,Helianthus salicifolius,Helianthus salicifolius,Helianthus salicifolius,0
4953,HELA-SP,FALSE,Helianthus species,Helianthus species,Helianthus species,0
4950,HELATUB,FALSE,Helianthus tuberosus,Helianthus tuberosus,Helianthus tuberosus,0
13505,HELBAUT,FALSE,Helenium autumnale,Helenium autumnale,Helenium autumnale,0
13506,HELBHYB,FALSE,Helenium hybridum,Helenium hybridum,Helenium hybridum,0
13507,HELB-SP,FALSE,Helenium species,Helenium species,Helenium species,0
4955,HELCA-A,FALSE,Helichrysum arenarium ssp. arenarium,Helichrysum arenarium,Helichrysum arenarium,0
4954,HELCARE,FALSE,Helichrysum arenarium,Helichrysum arenarium,Helichrysum arenarium,0
4956,HELCBRA,FALSE,Helichrysum bracteatum,Xerochrysum bracteatum,Xerochrysum bracteatum,0
4957,HELCORI,FALSE,Helichrysum orientale,Helichrysum orientale,Helichrysum orientale,0
4958,HELC-SP,FALSE,Helichrysum species,Helichrysum species,Helichrysum species,0
4931,HELEALO,FALSE,Heleochloa alopecuroides,Crypsis alopecuroides,Crypsis alopecuroides,0
4932,HELESCH,FALSE,Heleochloa schoenoides,Crypsis schoenoides,Crypsis schoenoides,0
4933,HELE-SP,FALSE,Heleochloa species,Crypsis species,Crypsis species,0
4935,HELI#AL,FALSE,Helianthemum alpestre agg.,Helianthemum alpestre agg.,Helianthemum alpestre agg.,0
4941,HELI#NU,FALSE,Helianthemum nummularium agg.,Helianthemum grandiflorum+nummularium,Helianthemum grandiflorum,0
4934,HELIALP,FALSE,Helianthemum alpestre,Helianthemum alpestre,Helianthemum alpestre,0
4936,HELICAN,FALSE,Helianthemum canum,Helianthemum canum,Helianthemum canum,0
4937,HELIGLA,FALSE,Helianthemum glabrum,Helianthemum glabrum,Helianthemum glabrum,0
4938,HELIGRA,FALSE,Helianthemum grandiflorum s.lat.,Helianthemum grandiflorum,Helianthemum grandiflorum,0
4939,HELIGRN,FALSE,Helianthemum grandiflorum s.str.,Helianthemum grandiflorum subsp. grandiflorum,Helianthemum grandiflorum subsp. grandiflorum,0
4940,HELINUM,FALSE,Helianthemum nummularium,Helianthemum nummularium subsp. nummularium,Helianthemum nummularium subsp. nummularium,0
4942,HELIOVA,FALSE,Helianthemum ovatum,Helianthemum grandiflorum subsp. obscurum,Helianthemum grandiflorum subsp. obscurum,0
4943,HELIRUP,FALSE,Helianthemum rupifragum,Helianthemum rupifragum,Helianthemum rupifragum,0
4944,HELI-SP,FALSE,Helianthemum species,Helianthemum species,Helianthemum species,0
4972,HELLD-D,FALSE,Helleborus dumetorum ssp. dumetorum,Helleborus dumetorum ssp. dumetorum,Helleborus dumetorum ssp. dumetorum,0
4971,HELLDUM,FALSE,Helleborus dumetorum,Helleborus dumetorum,Helleborus dumetorum,0
4973,HELLFOE,FALSE,Helleborus foetidus,Helleborus foetidus,Helleborus foetidus,0
4974,HELLNIG,FALSE,Helleborus niger,Helleborus niger,Helleborus niger,0
4977,HELLPUR,FALSE,Helleborus purpurascens,Helleborus purpurascens,Helleborus purpurascens,0
4978,HELL-SP,FALSE,Helleborus species,Helleborus species,Helleborus species,0
4975,HELLVIR,FALSE,Helleborus viridis,Helleborus viridis,Helleborus viridis,0
4976,HELLV-V,FALSE,Helleborus viridis ssp. viridis,Helleborus viridis,Helleborus viridis,0
4979,HELMECH,FALSE,Helminthotheca echioides,Helminthotheca echioides,Helminthotheca echioides,0
4980,HELM-SP,FALSE,Helminthotheca species,Helminthotheca species,Helminthotheca species,0
4966,HELPHEL,FALSE,Heliopsis helianthoides,Heliopsis helianthoides,Heliopsis helianthoides,0
4967,HELP-SP,FALSE,Heliopsis species,Heliopsis species,Heliopsis species,0
4968,HELREUR,FALSE,Heliotropium europaeum,Heliotropium europaeum,Heliotropium europaeum,0
4969,HELRPER,FALSE,Heliotropium peruvianum,Heliotropium peruvianum,Heliotropium peruvianum,0
4970,HELR-SP,FALSE,Heliotropium species,Heliotropium species,Heliotropium species,0
4962,HELTD-B,FALSE,Helictotrichon desertorum ssp. basalticum,Helictotrichon desertorum subsp. basalticum,Helictotrichon desertorum subsp. basalticum,0
4961,HELTDES,FALSE,Helictotrichon desertorum,Helictotrichon desertorum,Helictotrichon desertorum ssp. basalticum,0
4963,HELTPAR,FALSE,Helictotrichon parlatorei,Helictotrichon parlatorei,Helictotrichon parlatorei,0
4964,HELTPET,FALSE,Helictotrichon petzense,Helictotrichon petzense,Helictotrichon petzense,0
4965,HELT-SP,FALSE,Helictotrichon species,Helictotrichon species,Helictotrichon species,0
12265,HELUMAN,FALSE,Helipterum manglesii,Helipterum manglesii,Helipterum manglesii,0
12268,HELU-SP,FALSE,Helipterum species,Helipterum species,Helipterum species,0
4985,HEMEFUL,FALSE,Hemerocallis fulva,Hemerocallis fulva,Hemerocallis fulva,0
4986,HEMELIL,FALSE,Hemerocallis lilioasphodelus,Hemerocallis lilioasphodelus,Hemerocallis lilioasphodelus,0
4987,HEME-SP,FALSE,Hemerocallis species,Hemerocallis species,Hemerocallis species,0
4991,HEPANOB,FALSE,Hepatica nobilis,Hepatica nobilis,Hepatica nobilis,0
4992,HEPA-SP,FALSE,Hepatica species,Hepatica species,Hepatica species,0
4996,HERAA-A,FALSE,Heracleum austriacum ssp. austriacum,Heracleum austriacum ssp. austriacum,Heracleum austriacum ssp. austriacum,0
4997,HERAA-S,FALSE,Heracleum austriacum ssp. siifolium,Heracleum austriacum ssp. siifolium,Heracleum austriacum ssp. siifolium,0
4995,HERAAUS,FALSE,Heracleum austriacum,Heracleum austriacum,Heracleum austriacum,0
4998,HERAMAN,FALSE,Heracleum mantegazzianum,Heracleum mantegazzianum,Heracleum mantegazzianum,0
5007,HERAPER,FALSE,Heracleum persicum,Heracleum persicum,Heracleum persicum,0
4999,HERAPUB,FALSE,Heracleum pubescens,Heracleum pubescens,Heracleum pubescens,0
5001,HERAS-C,FALSE,Heracleum sphondylium ssp. chloranthum,Heracleum sphondylium subsp. chloranthum,Heracleum sphondylium subsp. chloranthum,0
5002,HERAS-E,FALSE,Heracleum sphondylium ssp. elegans,Heracleum sphondylium ssp. elegans,Heracleum sphondylium ssp. elegans,0
5003,HERAS-F,FALSE,Heracleum sphondylium ssp. flavescens,Heracleum sphondylium subsp. glabrum,Heracleum sphondylium subsp. glabrum,0
5004,HERAS-P,FALSE,Heracleum sphondylium ssp. pollinianum,Heracleum sphondylium ssp. pollinianum,Heracleum sphondylium ssp. pollinianum,0
5008,HERA-SP,FALSE,Heracleum species,Heracleum species,Heracleum species,0
5000,HERASPH,FALSE,Heracleum sphondylium,Heracleum sphondylium,Heracleum sphondylium,0
5005,HERAS-S,FALSE,Heracleum sphondylium ssp. sphondylium,Heracleum sphondylium subsp. sphondylium,Heracleum sphondylium subsp. sphondylium,0
5006,HERAS-T,FALSE,Heracleum sphondylium ssp. trachycarpum,Heracleum sphondylium subsp. trachycarpum,Heracleum sphondylium subsp. trachycarpum,0
5016,HERMMON,FALSE,Herminium monorchis,Herminium monorchis,Herminium monorchis,0
5017,HERM-SP,FALSE,Herminium species,Herminium species,Herminium species,0
5018,HERNALP,FALSE,Herniaria alpina,Herniaria alpina,Herniaria alpina,0
5020,HERNG-G,FALSE,Herniaria glabra ssp. glabra,Herniaria glabra,Herniaria glabra,0
5019,HERNGLA,FALSE,Herniaria glabra,Herniaria glabra,Herniaria glabra,0
5021,HERNG-N,FALSE,Herniaria glabra ssp. nebrodensis,Herniaria glabra ssp. nebrodensis,Herniaria glabra ssp. nebrodensis,0
5024,HERNH-C,FALSE,Herniaria hirsuta ssp. cinerea,Herniaria cinerea,Herniaria cinerea,0
5025,HERNH-H,FALSE,Herniaria hirsuta ssp. hirsuta,Herniaria hirsuta,Herniaria hirsuta,0
5022,HERNHIR,FALSE,Herniaria hirsuta,Herniaria hirsuta+cinerea,Herniaria hirsuta+cinerea,0
5023,HERNINC,FALSE,Herniaria incana,Herniaria incana,Herniaria incana,0
5026,HERN-SP,FALSE,Herniaria species,Herniaria species,Herniaria species,0
5031,HESP#MA,FALSE,Hesperis matronalis agg.,Hesperis matronalis agg.,Hesperis matronalis agg.,0
5032,HESPMAT,FALSE,Hesperis matronalis s.lat.,Hesperis matronalis,Hesperis matronalis,0
5033,HESPM-C,FALSE,Hesperis matronalis ssp. candida,Hesperis matronalis subsp. candida,Hesperis matronalis subsp. candida,0
13510,HESPM-F,FALSE,Hesperis matronalis ssp. oblongifolia,Hesperis matronalis subsp. schurii,Hesperis matronalis subsp. schurii,0
5034,HESPM-M,FALSE,Hesperis matronalis ssp. matronalis,Hesperis matronalis subsp. matronalis,Hesperis matronalis subsp. matronalis,0
5035,HESPM-N,FALSE,Hesperis matronalis ssp. nivea,Hesperis matronalis ssp. nivea,Hesperis matronalis ssp. nivea,0
13511,HESPM-O,FALSE,Hesperis matronalis ssp. oblongipetala,Hesperis matronalis subsp. matronalis,Hesperis matronalis subsp. matronalis,0
5038,HESPPYC,FALSE,Hesperis pycnotricha,Hesperis pycnotricha,Hesperis pycnotricha,0
5039,HESPSLO,FALSE,Hesperis slovaca,Hesperis slovaca,Hesperis slovaca,0
5040,HESP-SP,FALSE,Hesperis species,Hesperis species,Hesperis species,0
5036,HESPSYL,FALSE,Hesperis sylvestris,Hesperis sylvestris,Hesperis sylvestris,0
5037,HESPTRI,FALSE,Hesperis tristis,Hesperis tristis,Hesperis tristis,0
5051,HEUCSAN,FALSE,Heuchera sanguinea,Heuchera sanguinea,Heuchera sanguinea,0
5052,HEUC-SP,FALSE,Heuchera species,Heuchera species,Heuchera species,0
