SPECIES_NR,LETTERCODE,SHORTNAME,ABBREVIAT,SYNONYM,VALID_NR
13342,ECHO*PE,Ech x pel (E. exa x sp,Echinops x pellenzianus (E. exaltatus x sphaerocephalus),FALSE,13342
13343,EICHCRA,Eichhornia crassipes,Eichhornia crassipes,FALSE,13343
13344,ELAEUMB,Elaeagnus umbellata,Elaeagnus umbellata,FALSE,13344
13345,ELATHYR,Elatine hydropi s.str.,Elatine hydropiper s.str.,FALSE,13345
13346,ELATORT,Elatine orthosperma,Elatine orthosperma,FALSE,13346
13347,ELEOUNG,Eleoc unigl ssp. stern,Eleocharis uniglumis ssp. sterneri,FALSE,13347
13348,ELEOUNL,Eleoc unigl ssp. unigl,Eleocharis uniglumis ssp. uniglumis,FALSE,13348
13349,ELEUIND,Eleusine indica,Eleusine japonica,TRUE,3855
13350,"ELYM""LE","Elymus ""Leymus""","Elymus ""Leymus""",FALSE,13350
13351,ELYMCAA,Elymus canadensis,Elymus canadensis,FALSE,13351
13352,ELYMHIP,"Elymu hispi ""ssp. camp","Elymus hispidus ""ssp. campestris""",FALSE,13352
13353,ELYMREE,Elymu repen var. caesi,Elymus repens var. caesius,FALSE,13353
13354,ELYMREN,Elymu repen var. repen,Elymus repens var. repens,FALSE,13354
13355,ELYMSEC,Elymus sect. Elymus,Elymus sect. Elymus,FALSE,13355
13356,ELYMSET,Elymus sect. Elytrigia,Elymus sect. Elytrigia,FALSE,13356
13357,ELYMTRA,Elymus trachycaulus,Elymus trachycaulus,FALSE,13357
13358,ELYM*MU,Ely x muc (E. his x re,Elymus x mucronatus (E. hispidus x repens),FALSE,13358
13359,EMPEH*N,Emp he x ni (E he x ni,Empetrum hermaphroditum x nigrum,FALSE,13359
13360,EPIOHYP,Epilobium hypericifoli,Epilobium hypericifolium,FALSE,13360
13361,EPIO*AG,Epi x agg (E. mon x ob,Epilobium x aggregatum (E. montanum x obscurum),FALSE,13361
13362,EPIO*AM,Epi x amp (E. alp x al,Epilobium x amphibolum (E. alpestre x alsinifolium),FALSE,13362
13363,EPIO*BE,Epi x bec (E. mon x te,Epilobium x beckhausii (E. montanum x tetragonum),FALSE,13363
13364,EPIO*BO,Epi x boi (E. als x an,Epilobium x boissieri (E. alsinifolium x anagallidifoliu,FALSE,13364
13365,EPIO*BR,Epi x bra (E. obs x ro,Epilobium x brachiatum (E. obscurum x roseum),FALSE,13365
13366,EPIO*CE,Epi x cel (E. ana x nu,Epilobium x celakovskyanum (E. anagallidifolium x nutans,FALSE,13366
13367,EPIO*DA,Epi x dac (E. obs x pa,Epilobium x dacicum (E. obscurum x parviflorum),FALSE,13367
13368,EPIO*DS,Epi x das (E. ana x pa,Epilobium x dasycarpum (E. anagallidifolium x palustre),FALSE,13368
13369,EPIO*DE,Epi x dec (E. col x ob,Epilobium x decipiens (E. collinum x obscurum),FALSE,13369
13370,EPIO*DU,Epi x duf (E. lam x ro,Epilobium x duftii (E. lamyi x roseum),FALSE,13370
13371,EPIO*ER,Epi x err (E. hir x mo,Epilobium x erroneum (E. hirsutum x montanum),FALSE,13371
13372,EPIO*FA,Epi x fac (E. als x mo,Epilobium x facchinii (E. alsinifolium x montanum),FALSE,13372
13373,EPIO*FI,Epi x fin (E. als x nu,Epilobium x finitimum (E. alsinifolium x nutans),FALSE,13373
13374,EPIO*FL,Epi x flo (E. cil x pa,Epilobium x floridulum (E. ciliatum x parviflorum),FALSE,13374
13375,EPIO*FO,Epi x fos (E. cil x pa,Epilobium x fossicola (E. ciliatum x palustre),FALSE,13375
13376,EPIO*GL,Epi x gla (E. col x ro,Epilobium x glanduligerum (E. collinum x roseum),FALSE,13376
13377,EPIO*GO,Epi x goe (E. hir x ro,Epilobium x goerzii (E. hirsutum x roseum),FALSE,13377
13378,EPIO*HA,Epi x hau (E. lam x mo,Epilobium x haussknechtianum (E. lamyi x montanum),FALSE,13378
13379,EPIO*HY,Epi x hay (E. als x pa,Epilobium x haynaldianum (E. alsinifolium x palustre),FALSE,13379
13380,EPIO*HE,Epi x hec (E. alp x co,Epilobium x hectori-leveilleanum (E. alpestre x collinum,FALSE,13380
13381,EPIO*HT,Epi x het (E. mon x ro,Epilobium x heterocaule (E. montanum x roseum),FALSE,13381
13382,EPIO*IG,Epi x igl (E. cil x la,Epilobium x iglaviense (E. ciliatum x lamyi),FALSE,13382
13383,EPIO*IN,Epi x int (E. cil x mo,Epilobium x interjectum (E. ciliatum x montanum),FALSE,13383
13384,EPIO*JO,Epi x jos (E. als x ci,Epilobium x josefi-holubii (E. alsinifolium x ciliatum),FALSE,13384
13385,EPIO*KR,Epi x kra (E. col x pa,Epilobium x krausei (E. collinum x palustre),FALSE,13385
13386,EPIO*LA,Epi x las (E. pal x te,Epilobium x laschianum (E. palustre x tetragonum),FALSE,13386
13387,EPIO*LI,Epi x lim (E. mon x pa,Epilobium x limosum (E. montanum x parviflorum),FALSE,13387
13388,EPIO*ME,Epi x men (E. cil x te,Epilobium x mentiens (E. ciliatum x tetragonum),FALSE,13388
13389,EPIO*MO,Epi x mon (E. mon x pa,Epilobium x montaniforme (E. montanum x palustre),FALSE,13389
13390,EPIO*NU,Epi x nut (E. cil x ro,Epilobium x nutantiflorum (E. ciliatum x roseum),FALSE,13390
13391,EPIO*PE,Epi x per (E. col x te,Epilobium x percollinum (E. collinum x tetragonum),FALSE,13391
13392,EPIO*PR,Epi x per (E. par x ro,Epilobium x persicinum (E. parviflorum x roseum),FALSE,13392
13393,EPIO*PO,Epi x pro (E. lam x pa,Epilobium x probstii (E. lamyi x palustre),FALSE,13393
13394,EPIO*PC,Epi x pro (E. alp x ci,Epilobium x prochazkae (E. alpestre x ciliatum),FALSE,13394
13395,EPIO*PS,Epi x pse (E. alp x mo,Epilobium x pseudotrigonum (E. alpestre x montanum),FALSE,13395
13396,EPIO*PU,Epi x pur (E. pal x ro,Epilobium x purpureum (E. palustre x roseum),FALSE,13396
13397,EPIO*RI,Epi x riv (E. pal x pa,Epilobium x rivulare (E. palustre x parviflorum),FALSE,13397
13398,EPIO*RV,Epi x riv (E. als x ob,Epilobium x rivulicola (E. alsinifolium x obscurum),FALSE,13398
13399,EPIO*SE,Epi x sem (E. lam x te,Epilobium x semiadnatum (E. lamyi x tetragonum),FALSE,13399
13400,EPIO*SC,Epi x sch (E. obs x pa,Epilobium x schmidtianum (E. obscurum x palustre),FALSE,13400
13401,EPIO*SH,Epi x sch (E. col x pa,Epilobium x schulzeanum (E. collinum x parviflorum),FALSE,13401
13402,EPIO*SI,Epi x sim (E. nut x pa,Epilobium x similatum (E. nutans x palustre),FALSE,13402
13403,EPIO*SU,Epi x sub (E. hir x pa,Epilobium x subhirsutum (E. hirsutum x parviflorum),FALSE,13403
13404,EPIO*UE,Epi x uec (E. alp x ob,Epilobium x uechtritzianum (E. alpestre x obscurum),FALSE,13404
13405,EPIO*VI,Epi x vic (E. cil x ob,Epilobium x vicinum (E. ciliatum x obscurum),FALSE,13405
13406,EPIO*WA,Epi x wat (E. hir x pa,Epilobium x waterfallii (E. hirsutum x palustre),FALSE,13406
13407,EPIO*WE,Epi x wei (E. par x te,Epilobium x weissenburgense (E. parviflorum x tetragonum,FALSE,13407
13408,EPIPGRE,Epipactis greuteri,Epipactis greuteri,FALSE,13408
13409,EPIPHEB,Epipa helle ssp. helle,Epipactis helleborine ssp. helleborine,FALSE,13409
13410,EPIPHEO,Epipa helle ssp. orbic,Epipactis helleborine ssp. orbicularis,FALSE,13410
13411,EPIPLET,Epipa lepto ssp. lepto,Epipactis leptochila ssp. leptochila,FALSE,13411
13412,EPIPLEO,Epipa lepto ssp. negle,Epipactis leptochila ssp. neglecta,FALSE,13412
13413,EPIPMOR,Epipactis moravica,Epipactis moravica,FALSE,13413
13414,EPIPPSE,Epipactis pseudopurpur,Epipactis pseudopurpurata,FALSE,13414
13415,EPIPTAL,Epipactis tallosii,Epipactis tallosii,FALSE,13415
13416,EPIP*BR,Epi x bre (E. gre x he,Epipactis x breinerorum (E. greuteri x helleborine),FALSE,13416
13417,EPIP*SC,Epi x sch (E. atr x he,Epipactis x schmalhausenii (E. atrorubens x helleborine),FALSE,13417
13418,EQUI*ME,Equ x mer (E. ram x va,Equisetum x meridionale (E. ramosissimum x variegatum),FALSE,13418
13419,ERAGALB,Eragrostis albensis,Eragrostis albensis,FALSE,13419
13420,ERAGGRA,Eragrostis gracilis,Eragrostis gracilis,TRUE,4010
13421,ERAGMEX,Eragrostis mexicana,Eragrostis mexicana,FALSE,13421
13422,ERAGPEC,Eragrostis pectinacea,Eragrostis pectinacea,FALSE,13422
13423,ERAGTEF,Eragrostis tef,Eragrostis tef,FALSE,13423
13424,ERIARAV,Erianthus ravennae,Erianthus ravennae,FALSE,13424
13425,ERIA-SP,Erianthus species,Erianthus species,FALSE,13425
13426,ERIGA*A,Er ac ss a x a s a ( a,Erigeron acris ssp. acris x acris ssp. angulosus (E. acr,FALSE,13426
13427,ERIGA*C,Er ac ss ac x ac s m (,Erigeron acris ssp. acris x acris ssp. macrophyllus (E.,FALSE,13427
13428,ERIGACB,Erige acris ssp. podol,Erigeron acris ssp. podolicus,FALSE,13428
13429,ERIGACC,Erige acris ssp. serot,Erigeron acris ssp. serotinus,FALSE,13429
13430,ERIGANS,Erige annuu ssp. an+se,Erigeron annuus ssp. annuus+septentrionalis,FALSE,13430
13431,ERIBPRO,Eriochloa procera,Eriochloa procera,FALSE,13431
13432,ERIB-SP,Eriochloa species,Eriochloa species,FALSE,13432
13433,ERODBOT,Erodium botrys,Erodium botrys,FALSE,13433
13434,ERODNEU,Erodium neuradifolium,Erodium neuradifolium,FALSE,13434
13435,ERYSPER,Erysimum perofskianum,Erysimum perofskianum,FALSE,13435
13436,EUPHAGR,Euphorbia agraria,Euphorbia agraria,FALSE,13436
13437,EUPHESA,Eupho esula ssp. esula,Euphorbia esula ssp. esula,FALSE,13437
13438,EUPHESB,Eupho esula ssp. ripar,Euphorbia esula ssp. riparia,FALSE,13438
13439,EUPHE*S,Eup es x sa (E es x sa,Euphorbia esula x salicifolia,FALSE,13439
13440,EUPHS*W,Euphor salici x waldst,Euphorbia salicifolia x waldsteinii,FALSE,13440
13441,EUPH*IN,Eup x int (E. esu x wa,Euphorbia x intercedens (E. esula x waldsteinii),FALSE,13441
13442,EUPH*PE,Eup x pei (E. cyp x sa,Euphorbia x peisonis (E. cyparissias x salicifolia),FALSE,13442
13443,EUPH*PS,Eup x pse (E. cyp x es,Euphorbia x pseudoesula (E. cyparissias x esula),FALSE,13443
13444,EUPH*PU,Eup x pse (E. luc x wa,Euphorbia x pseudolucida (E. lucida x waldsteinii),FALSE,13444
13445,EUPRO-M,Euphr offic ssp. monti,Euphrasia rostkoviana ssp. montana,TRUE,13448
13446,EUPRCOR,Euphrasia corcontica,Euphrasia corcontica,FALSE,13446
13447,EUPRCUT,Euphr curta ssp. glabr,Euphrasia curta ssp. glabrescens,FALSE,13447
13448,EUPRO-M,Euphr offic ssp. monti,Euphrasia officinalis ssp. monticola,FALSE,13448
13449,EUPR*GL,Eup x gl (E ne x ro ss,Euphrasia x glanduligera (E. nemorosa x rostkoviana ssp.,FALSE,13449
13450,EUPR*HA,Eup x hau (E. nem x st,Euphrasia x haussknechtii (E. nemorosa x stricta),FALSE,13450
13451,EUPR*HY,Eu x hy (E ro ss r x s,Euphrasia x hybrida (E. rostkoviana ssp. rostkoviana x s,FALSE,13451
13452,EUPR*LE,Eup x ler (E. coe x sl,Euphrasia x lerschii (E. coerulea x slovaca),FALSE,13452
13453,EUPR*RO,Eup x roh (E. mic x ne,Euphrasia x rohlenae (E. micrantha x nemorosa),FALSE,13453
13454,EUPR*VA,Eu x va (E co x ro s m,Euphrasia x valentinii (E. coerulea x rostkoviana ssp. m,FALSE,13454
13455,FALLJAO,Fallo japon var. compa,Fallopia japonica var. compacta,FALSE,13455
13456,FALLJAN,Fallo japon var. japon,Fallopia japonica var. japonica,FALSE,13456
13457,FALLSEC,Fallopia sect. Fallopi,Fallopia sect. Fallopia,FALSE,13457
13458,FALLSET,Fallopia sect. Reynout,Fallopia sect. Reynoutria,FALSE,13458
13459,FALL*CO,Fal x con (F. con x du,Fallopia x convolvuloides (F. convolvulus x dumetorum),FALSE,13459
13460,FERLCON,Ferulago confusa,Ferulago confusa,FALSE,13460
13461,FESTFIM,Festuca firmula+ovina,Festuca firmula+ovina,FALSE,13461
13462,FESTPAS,Festu palle ssp. scabr,Festuca pallens ssp. scabrifolia,TRUE,14482
13463,FESTR*V,Festu rubr x Vulp myur,Festuca rubra x Vulpia myuros,FALSE,13463
13464,FORY*IN,For x int (F. sus x vi,Forsythia x intermedia (F. suspensa x viridissima),FALSE,13464
13465,FRAG*HA,Fra x hag (F. ves x vi,Fragaria x hagenbachiana (F. vesca x viridis),FALSE,13465
13466,FRAG*IN,Fra x int (F. mos x ve,Fragaria x intermedia (F. moschata x vesca),FALSE,13466
13467,FRAG*NE,Fra x neg (F. mos x vi,Fragaria x neglecta (F. moschata x viridis),FALSE,13467
13468,FRITIMP,Fritillaria imperialis,Fritillaria imperialis,FALSE,13468
13469,FUMRSCA,Fumaria vaillan s.lat.,Fumaria vaillant s.lat.,FALSE,13469
13470,GAGEBOE,Gagea bohem ssp. bohem,Gagea bohemica ssp. bohemica,FALSE,13470
13471,GAGEBOM,Gagea bohem ssp. saxat,Gagea bohemica ssp. saxatilis,FALSE,13471
13472,GALPB*T,Gal bi x te (G bi x te,Galeopsis bifida x tetrahit,FALSE,13472
13473,GALP*CA,Gal x car (G. bif x pu,Galeopsis x carinthiaca (G. bifida x pubescens),FALSE,13473
13474,GALP*PO,Gal x pol (G. pub x sp,Galeopsis x polychroma (G. pubescens x speciosa),FALSE,13474
13475,GENAAME,Genti amare ssp. amare,Gentianella amarella ssp. amarella,FALSE,13475
13476,GENAAML,Genti amare ssp. lingu,Gentianella amarella ssp. lingulata,FALSE,13476
13477,GENACAE,Genti campe ssp. sueci,Gentianella campestris ssp. suecica,FALSE,13477
13478,GENAC*G,Gent cam x ger ssp ger,Gentianella campestris x germanica ssp. germanica,FALSE,13478
13479,GENAC*P,Gent cam x pra ssp boh,Gentianella campestris x praecox ssp. bohemica,FALSE,13479
13480,GENAGEA,Genti germa ssp. germa,Gentianella germanica ssp. germanica,FALSE,13480
13481,GENAG*P,Gen ge ss ge x pr ss b,Gentianella germanica ssp. germanica x praecox ssp. b,FALSE,13481
13482,GENAGEN,Genti germa ssp. solst,Gentianella germanica ssp. solstitialis,FALSE,13482
13483,GENAL-C,Genti lutes ssp. carpa,Gentianella lutescens ssp. carpatica,FALSE,13483
13484,GENAL-L,Genti lutes ssp. lutes,Gentianella lutescens ssp. lutescens,FALSE,13484
13485,GENAOBT,Genti obtus ssp. sturm,Gentianella obtusifolia ssp. sturmiana,FALSE,13485
13486,GENAPRE,Genti praec ssp. bohem,Gentianella praecox ssp. bohemica,FALSE,13486
13487,GENAPRC,Genti praec ssp. praec,Gentianella praecox ssp. praecox,FALSE,13487
13488,GENA*AU,Gen x aus (G. am ss am,Gentianella x austroamarella (G. amarella ssp. amarella,FALSE,13488
13489,GERAIBE,Geranium ibericum,Geranium ibericum,FALSE,13489
13490,GERAREF,Geranium reflexum,Geranium reflexum,FALSE,13490
13491,GEUM*GA,Geu x gaj (G. mac x ur,Geum x gajewskii (G. macrophyllum x urbanum),FALSE,13491
13492,GEUM*IN,Geu x int (G. riv x ur,Geum x intermedium (G. rivale x urbanum),FALSE,13492
13493,GEUM*SP,Geu x spu (G. ale x ur,Geum x spurium (G. aleppicum x urbanum),FALSE,13493
13494,GILIACH,Gilia achilleifolia,Gilia achilleifolia,FALSE,13494
13495,GINKBIL,Ginkgo biloba,Ginkgo biloba,FALSE,13495
13496,GINK-SP,Ginkgo species,Ginkgo species,FALSE,13496
13497,GLAD*HO,Gladiolus x hortulanus,Gladiolus x hortulanus,FALSE,13497
13498,GLYC*DI,Gly x dig (G. max x no,Glyceria x digenea (G. maxima x notata),FALSE,13498
13499,GNAP*TR,Gna x tra (G. nor x sy,Gnaphalium x traunsteineri (G. norvegicum x sylvaticum),FALSE,13499
13500,GYMN*IN,Gym x int (G. con x od,Gymnadenia x intermedia (G. conopsea x odoratissima),FALSE,13500
13501,HAMAJAP,Hamamelis japonica,Hamamelis japonica,FALSE,13501
13502,HAMAMOL,Hamamelis mollis,Hamamelis mollis,FALSE,13502
13503,HAMA-SP,Hamamelis species,Hamamelis species,FALSE,13503
13504,HAMAVIR,Hamamelis virginiana,Hamamelis virginiana,FALSE,13504
13505,HELBAUT,Helenium autumnale,Helenium autumnale,FALSE,13505
13506,HELBHYB,Helenium hybridum,Helenium hybridum,FALSE,13506
13507,HELB-SP,Helenium species,Helenium species,FALSE,13507
13508,HELAATR,Helianthus atrorubens,Helianthus atrorubens,FALSE,13508
13509,HELAGIG,Helianthus giganteus,Helianthus giganteus,FALSE,13509
13510,HESPM-F,Hespe matro ssp. oblon,Hesperis matronalis ssp. oblongifolia,FALSE,13510
13511,HESPM-O,Hespe matro ssp. oblop,Hesperis matronalis ssp. oblongipetala,FALSE,13511
13512,HIBISYR,Hibiscus syriacus,Hibiscus syriacus,FALSE,13512
13513,HIERALB,Hieracium albinum,Hieracium albinum,FALSE,13513
13514,HIER#AL,Hieracium alpinum agg.,Hieracium alpinum agg.,FALSE,13514
13515,HIERANC,Hieracium anchusoides,Hieracium anchusoides,FALSE,13515
13516,HIERAPE,Hieracium apetalium,Hieracium apatelium,FALSE,13516
13517,HIERAPI,Hieracium apiculatum,Hieracium apiculatum,FALSE,13517
13518,HIERASP,Hieracium asperulum,Hieracium asperulum,FALSE,13518
13519,HIERATA,Hieracium atramentariu,Hieracium atramentarium,FALSE,13519
13520,HIER#AT,Hieracium atratum agg.,Hieracium atratum agg.,FALSE,13520
13521,HIERCAP,Hiera caesp ssp. brevi,Hieracium caespitosum ssp. brevipilum,FALSE,13521
13522,HIERCAI,Hiera caesp ssp. caesp,Hieracium caespitosum ssp. caespitosum,FALSE,13522
13523,HIERCAN,Hieracium callimorphoi,Hieracium callimorphoides,FALSE,13523
13524,HIERCAU,Hieracium callimorphum,Hieracium callimorphum,FALSE,13524
13525,HIERCOR,Hieracium corconticum,Hieracium corconticum,FALSE,13525
13526,HIERDEC,Hieracium decipiens,Hieracium decipiens,FALSE,13526
13527,HIERDUB,Hieracium dubium,Hieracium dubium,FALSE,13527
13528,HIERENG,Hieracium engleri,Hieracium engleri,FALSE,13528
13529,HIEREUC,Hieracium euchaetium,Hieracium euchaetium,FALSE,13529
13530,HIERFLF,Hieracium flagellarifo,Hieracium flagellariforme,FALSE,13530
13531,HIERFRI,Hieracium fritzei,Hieracium fritzei,FALSE,13531
13532,HIERFRT,Hieracium fritzei agg.,Hieracium fritzei agg.,FALSE,13532
13533,HIERGLD,Hieracium glandulosode,Hieracium glandulosodentatum,FALSE,13533
13534,HIERGRA,Hieracium grabowskianu,Hieracium grabowskianum,FALSE,13534
13535,HIERHAE,Hieracium haematopodum,Hieracium haematopodum,FALSE,13535
13536,HIERHET,Hieracium heterodoxum,Hieracium heterodoxum,FALSE,13536
13537,HIERCHM,Hieracium chamaedenium,Hieracium chamaedenium,FALSE,13537
13538,HIERCHR,Hieracium chrysostyloi,Hieracium chrysostyloides,FALSE,13538
13539,HIERKOE,Hieracium koernickeanu,Hieracium koernickeanum,FALSE,13539
13540,HIERLON,Hieracium longiscapum,Hieracium longiscapum,FALSE,13540
13541,HIERMAR,Hieracium macranthelum,Hieracium macranthelum,FALSE,13541
13542,HIERMAA,Hieracium macranthum,Hieracium macranthum,FALSE,13542
13543,HIERMAO,Hieracium macrostolonu,Hieracium macrostolonum,FALSE,13543
13544,HIERMEL,Hieracium melanocephal,Hieracium melanocephalum,FALSE,13544
13545,HIERMOR,Hieracium moravicum,Hieracium moravicum,FALSE,13545
13546,HIERNIR,Hieraciu nigresce agg.,Hieracium nigrescens agg.,FALSE,13546
13547,HIERNII,Hieracium nigritum,Hieracium nigritum,FALSE,13547
13548,HIERNIO,Hieracium nigrostylum,Hieracium nigrostylum,FALSE,13548
13549,HIERNIV,Hieracium nivimontis,Hieracium nivimontis,FALSE,13549
13550,HIERONO,Hieracium onosmoides,Hieracium onosmoides,FALSE,13550
13551,HIERPAR,Hieracium paragogum,Hieracium paragogum,FALSE,13551
13552,HIERPED,Hieracium pedunculare,Hieracium pedunculare,FALSE,13552
13553,HIERPIF,Hieracium piloselliflo,Hieracium piloselliflorum,FALSE,13553
13554,HIERPIU,Hieracium pilosellinum,Hieracium pilosellinum,FALSE,13554
13555,HIERPRU,Hieracium prussicum,Hieracium prussicum,FALSE,13555
13556,HIERPSO,Hieracium pseudalbinum,Hieracium pseudalbinum,FALSE,13556
13557,HIERPSD,Hieracium pseudocalodo,Hieracium pseudocalodon,FALSE,13557
13558,HIERPUR,Hieracium purkynei,Hieracium purkynei,FALSE,13558
13559,HIERRIP,Hieracium riphaeoides,Hieracium riphaeoides,FALSE,13559
13560,HIERRIH,Hieracium riphaeum,Hieracium riphaeum,FALSE,13560
13561,HIERROL,Hieracium rohlenae,Hieracium rohlenae,FALSE,13561
13562,HIERROT,Hieracium rothianum,Hieracium rothianum,FALSE,13562
13563,HIERRUB,Hieracium rubripilosel,Hieracium rubripilosella,FALSE,13563
13564,HIERRUR,Hieracium rubrum,Hieracium rubrum,FALSE,13564
13565,HIERSCN,Hieracium schneiderian,Hieracium schneiderianum,FALSE,13565
13566,HIERSCS,Hieracium schustleri,Hieracium schustleri,FALSE,13566
13567,HIERSIL,Hieracium silesiacum,Hieracium silesiacum,FALSE,13567
13568,HIERSTS,Hieracium stenosoma,Hieracium stenosoma,FALSE,13568
13569,HIERSTY,Hieracium stygium,Hieracium stygium,FALSE,13569
13570,HIERSUB,Hieracium subcymifloru,Hieracium subcymiflorum,FALSE,13570
13571,HIERTER,Hieracium tephroglaucu,Hieracium tephroglaucum,FALSE,13571
13572,HIERTEH,Hieracium tephrophyton,Hieracium tephrophyton,FALSE,13572
13573,HIERTUB,Hieracium tubulascens,Hieracium tubulascens,FALSE,13573
13574,HIERTUU,Hieracium tubulosum,Hieracium tubulosum,FALSE,13574
13575,HIERUEC,Hieracium uechtritzian,Hieracium uechtritzianum,FALSE,13575
13576,HIERWIM,Hieracium wimmeri,Hieracium wimmeri,FALSE,13576
13577,HOLOUME,Holos umbel ssp. umbel,Holosteum umbellatum ssp. umbellatum,FALSE,13577
13578,HOLOUML,Holos umbel ssp. visco,Holosteum umbellatum ssp. viscosissimum,FALSE,13578
13579,HOREBRE,Hordeum brevisubulatum,Hordeum brevisubulatum,FALSE,13579
13580,HOREVUG,Horde vulga group Dist,Hordeum vulgare group Distichon,FALSE,13580
13581,HYACRUM,Hyacinthella rumelica,Hyacinthella rumelica,FALSE,13581
13582,HYDRARB,Hydrangea arborescens,Hydrangea arborescens,FALSE,13582
13583,HYLTEWE,Hylotelephium ewersii,Hylotelephium ewersii,FALSE,13583
13584,HYPE*LA,Hyp x las (H. mac x te,Hypericum x laschii (H. maculatum x tetrapterum),FALSE,13584
13585,HYPE*DE,Hypericum x desetangsi,Hypericum x mixtum (H. maculatum x perfotatum),TRUE,5357
13586,CHAEJAP,Chaenomeles japonica,Chaenomeles japonica,FALSE,13586
13587,CHAMNOO,Chamaecypar nootkatens,Chamaecyparis nootkatensis,FALSE,13587
13588,CHAMPIS,Chamaecyparis pisifera,Chamaecyparis pisifera,FALSE,13588
13589,CHEN*FU,Che x fur (C. alb x su,Chenopodium x fursajevii (C. album x suecicum),FALSE,13589
13590,CHEN*PR,Che x pre (C. alb x op,Chenopodium x preissmannii (C. album x opulifolium),FALSE,13590
13591,CHEN*PS,Che album x strictum,Chenopodium album x strictum,FALSE,13591
13592,CHEN*SC,Che x sch (C. gla x ru,Chenopodium x schulzeanum (C. glaucum x rubrum),FALSE,13592
13593,CHEN*TH,Che x the (C. opu x su,Chenopodium x thellungii (C. opulifolium x suecicum),FALSE,13593
13594,CHEN*TR,Che x tri (C. opu x st,Chenopodium x tridentinum (C. opulifolium x strictum),FALSE,13594
13595,CHEN*VA,Ch x va (C al x be s z,Chenopodium x variabile (C. album x berlandieri ssp. zsc,FALSE,13595
13596,CHEN*ZA,Che x zah (C. alb x fi,Chenopodium x zahnii (C. album x ficifolium),FALSE,13596
13597,"CHRY""XA","Chrysanthem ""Xanthopht","Chrysanthemum ""Xanthophthalmum""",FALSE,13597
13598,CHRYIND,Chrysanthemum indicum,Chrysanthemum indicum,FALSE,13598
13599,CHRYMOR,Chrysanthem morifolium,Chrysanthemum morifolium,FALSE,13599
13600,IBERSAX,Iberis saxatilis,Iberis saxatilis,FALSE,13600
13601,IMPASCA,Impatiens scabrida,Impatiens scabrida,FALSE,13601
13602,INUL*HA,Inu x hau (I. ens x hi,Inula x hausmannii (I. ensifolia x hirta),FALSE,13602
13603,INUL*HY,Inu x hyb (I. ens x ge,Inula x hybrida (I. ensifolia x germanica),FALSE,13603
13604,INUL*MA,Inu x britan x oculus-,Inula britannica x oculus-christi,FALSE,13604
13605,INUL*ME,Inu x med (I. ger x sa,Inula x media (I. germanica x salicina),FALSE,13605
13606,INUL*RI,Inu x rig (I. hir x sa,Inula x rigida (I. hirta x salicina),FALSE,13606
13607,INUL*SU,Inu x sua (I. con x oc,Inula x suaveolens (I. conyzae x oculus-christi),FALSE,13607
13608,IRISA-A,Iris aphyll ssp. aphyl,Iris aphylla ssp. aphylla,FALSE,13608
13609,IRISA-F,Iris aphyll ssp. fiebe,Iris aphylla ssp. fieberi,FALSE,13609
13610,IRISA-N,Iris aphyll ssp. novak,Iris aphylla ssp. novakii,FALSE,13610
13611,IRISFLO,Iris florentina,Iris florentina,FALSE,13611
13612,IRISVER,Iris versicolor,Iris versicolor,FALSE,13612
13613,ISMEVER,Ismelia versicolor,Ismelia versicolor,FALSE,13613
13614,JUGLCIN,Juglans cinerea,Juglans cinerea,FALSE,13614
13615,JUNCENS,Juncus ensifolius,Juncus ensifolius,FALSE,13615
13616,JUNC*BU,Jun x buc (J. alp x ar,Juncus x buchenaui (J. alpinoarticulatus x articulatus),FALSE,13616
13617,JUNC*DI,Jun x dif (J. eff x in,Juncus x diffusus (J. effusus x inflexus),FALSE,13617
13618,JUNC*PR,Jun x pra (J. acu x ar,Juncus x pratensis (J. acutiflorus x articulatus),FALSE,13618
13619,JUNC*RU,Jun x ruh (J. con x in,Juncus x ruhmeri (J. conglomeratus x inflexus),FALSE,13619
13620,JUNICHI,Juniperus chinensis,Juniperus chinensis,FALSE,13620
13621,JUNIVIR,Juniperus virginiana,Juniperus virginiana,FALSE,13621
13622,KNAUARI,Knaut arven ssp. pseud,Knautia arvensis ssp. pseudolongifolia,FALSE,13622
13623,KNAUARA,Knaut arven ssp. serpe,Knautia arvensis ssp. serpentinicola,FALSE,13623
13624,KNAU*LE,Kn x le (K ar ss a x d,Knautia x leucantha (K. arvensis ssp. arvensis x drymeia,FALSE,13624
13625,KNAU*PO,Kn x po (K ar ss a x k,Knautia x posoniensis (K. arvensis ssp. arvensis x kitai,FALSE,13625
13626,KNAU*SA,Kn x sa (K ar ss a x d,Knautia x sambucifolia (K. arvensis ssp. arvensis x dips,FALSE,13626
13627,KNAU*SP,Kn x sp (K ar ss a x d,Knautia x speciosa (K. arvensis ssp. arvensis x drymeia),FALSE,13627
13628,KOELM*P,Koeler macran x pyrami,Koeleria macrantha x pyramidata,FALSE,13628
13629,KOELPSE,Koeleria pseudocristat,Koeleria pseudocristata,FALSE,13629
13630,"BASS""BA","Bassia ""Kochia""","Bassia ""Kochia""",FALSE,13630
13631,KOLKAMA,Kolkwitzia amabilis,Kolkwitzia amabilis,FALSE,13631
13632,KOLK-SP,Kolkwitzia species,Kolkwitzia species,FALSE,13632
