"","species_nr","lettercode","synonym","turboveg_czechia_slovakia","kaplan","expert_system","nonvascular","n"
"240",266,"ALCHCOL",FALSE,"Alchemilla colorata","Alchemilla colorata","Alchemilla colorata",0,NA
"241",267,"ALCHCOM",FALSE,"Alchemilla compta","Alchemilla compta","Alchemilla compta",0,NA
"242",269,"ALCHCON",FALSE,"Alchemilla connivens","Alchemilla connivens","Alchemilla connivens",0,NA
"243",365,"ALCHCOO",FALSE,"Alchemilla colorata auct. carpat.","Alchemilla colorata auct. carpat.","Alchemilla colorata auct. carpat.",0,NA
"244",270,"ALCHCOR",FALSE,"Alchemilla corcontica","Alchemilla corcontica","Alchemilla corcontica",0,NA
"245",366,"ALCHCOT",FALSE,"Alchemilla contractilis","Alchemilla contractilis","Alchemilla contractilis",0,NA
"246",272,"ALCHCRA",FALSE,"Alchemilla crassa","Alchemilla crassa","Alchemilla crassa",0,NA
"247",273,"ALCHCRI",FALSE,"Alchemilla crinita","Alchemilla crinita","Alchemilla vulgaris s.lat.",0,NA
"248",367,"ALCHCUI",FALSE,"Alchemilla curtischista","Alchemilla curtischista","Alchemilla curtischista",0,NA
"249",274,"ALCHCUR",FALSE,"Alchemilla curta","Alchemilla curta","Alchemilla curta",0,NA
"250",276,"ALCHCUS",FALSE,"Alchemilla cuspidens","Alchemilla cuspidens","Alchemilla cuspidens",0,NA
"251",275,"ALCHCUT",FALSE,"Alchemilla curtiloba","Alchemilla curtiloba","Alchemilla curtiloba",0,NA
"252",277,"ALCHCYM",FALSE,"Alchemilla cymatophylla","Alchemilla cymatophylla","Alchemilla vulgaris s.lat.",0,NA
"253",278,"ALCHDEC",FALSE,"Alchemilla decumbens","Alchemilla decumbens","Alchemilla decumbens",0,NA
"254",369,"ALCHDEL",FALSE,"Alchemilla delitescens","Alchemilla delitescens","Alchemilla delitescens",0,NA
"255",368,"ALCHDEU",FALSE,"Alchemilla decurrens","Alchemilla decurrens","Alchemilla decurrens",0,NA
"256",12254,"ALCHDOS",FALSE,"Alchemilla dostalii","Alchemilla dostalii","Alchemilla dostalii",0,NA
"257",370,"ALCHECH",FALSE,"Alchemilla echinogloba","Alchemilla echinogloba","Alchemilla echinogloba",0,NA
"258",279,"ALCHEFF",FALSE,"Alchemilla effusa","Alchemilla effusa","Alchemilla effusa",0,NA
"259",371,"ALCHERY",FALSE,"Alchemilla erythropoda","Alchemilla erythropoda","Alchemilla erythropoda",0,NA
"260",372,"ALCHEUG",FALSE,"Alchemilla eugenii","Alchemilla eugenii","Alchemilla eugenii",0,NA
"261",373,"ALCHEXA",FALSE,"Alchemilla exaperta","Alchemilla exaperta","Alchemilla exaperta",0,NA
"262",280,"ALCHEXI",FALSE,"Alchemilla exigua","Alchemilla exigua","Alchemilla exigua",0,NA
"263",281,"ALCHFAL",FALSE,"Alchemilla fallax","Alchemilla fallax","Alchemilla fallax",0,NA
"264",283,"ALCHF-F",FALSE,"Alchemilla filicaulis ssp. filicaulis","Alchemilla filicaulis subsp. filicaulis","Alchemilla filicaulis subsp. filicaulis",0,NA
"265",282,"ALCHFIL",FALSE,"Alchemilla filicaulis","Alchemilla filicaulis","Alchemilla vulgaris s.lat.",0,NA
"266",286,"ALCHFIS",FALSE,"Alchemilla fissa","Alchemilla fissa","Alchemilla vulgaris s.lat.",0,NA
"267",287,"ALCHFLA",FALSE,"Alchemilla flabellata","Alchemilla flabellata","Alchemilla vulgaris s.lat.",0,NA
"268",288,"ALCHFLC",FALSE,"Alchemilla flaccida","Alchemilla flaccida","Alchemilla flaccida",0,NA
"269",374,"ALCHFUS",FALSE,"Alchemilla fusoidea","Alchemilla fusoidea","Alchemilla fusoidea",0,NA
"270",284,"ALCHF-V",FALSE,"Alchemilla filicaulis ssp. vestita","Alchemilla filicaulis subsp. vestita","Alchemilla filicaulis subsp. vestita",0,NA
"271",375,"ALCHGIE",FALSE,"Alchemilla giewontica","Alchemilla giewontica","Alchemilla giewontica",0,NA
"272",289,"ALCHGLA",FALSE,"Alchemilla glabra","Alchemilla glabra","Alchemilla vulgaris s.lat.",0,NA
"273",290,"ALCHGLC",FALSE,"Alchemilla glacialis","Alchemilla glacialis","Alchemilla glacialis",0,NA
"274",292,"ALCHGLO",FALSE,"Alchemilla glomerulans","Alchemilla glomerulans","Alchemilla glomerulans",0,NA
"275",291,"ALCHGLU",FALSE,"Alchemilla glaucescens","Alchemilla glaucescens","Alchemilla glaucescens",0,NA
"276",376,"ALCHGOR",FALSE,"Alchemilla gorcensis","Alchemilla gorcensis","Alchemilla gorcensis",0,NA
"277",293,"ALCHGRA",FALSE,"Alchemilla gracillima","Alchemilla gracillima","Alchemilla gracillima",0,NA
"278",377,"ALCHGRN",FALSE,"Alchemilla grandiceps","Alchemilla grandiceps","Alchemilla grandiceps",0,NA
"279",294,"ALCHGRO",FALSE,"Alchemilla grossidens","Alchemilla grossidens","Alchemilla grossidens",0,NA
"280",295,"ALCHGRU",FALSE,"Alchemilla gruneica","Alchemilla gruneica","Alchemilla vulgaris s.lat.",0,NA
"281",378,"ALCHGYM",FALSE,"Alchemilla gymnopoda","Alchemilla gymnopoda","Alchemilla gymnopoda",0,NA
"282",296,"ALCHHIR",FALSE,"Alchemilla hirtipes","Alchemilla hirtipes","Alchemilla hirtipes",0,NA
"283",297,"ALCHHOP",FALSE,"Alchemilla hoppeana","Alchemilla hoppeana","Alchemilla hoppeana",0,NA
"284",379,"ALCHHYP",FALSE,"Alchemilla hyperptycha","Alchemilla hyperptycha","Alchemilla hyperptycha",0,NA
"285",299,"ALCHIMP",FALSE,"Alchemilla impexa","Alchemilla impexa","Alchemilla impexa",0,NA
"286",300,"ALCHINC",FALSE,"Alchemilla incisa","Alchemilla incisa","Alchemilla incisa",0,NA
"287",301,"ALCHINO",FALSE,"Alchemilla inconcinna","Alchemilla inconcinna","Alchemilla inconcinna",0,NA
"288",380,"ALCHISO",FALSE,"Alchemilla isodonta","Alchemilla isodonta","Alchemilla isodonta",0,NA
"289",381,"ALCHJAS",FALSE,"Alchemilla jasiewiczii","Alchemilla jasiewiczii","Alchemilla jasiewiczii",0,NA
"290",302,"ALCHKER",FALSE,"Alchemilla kerneri","Alchemilla kerneri","Alchemilla kerneri",0,NA
"291",382,"ALCHKOR",FALSE,"Alchemilla kornasiana","Alchemilla kornasiana","Alchemilla kornasiana",0,NA
"292",383,"ALCHKOS",FALSE,"Alchemilla kosiarensis","Alchemilla kosiarensis","Alchemilla kosiarensis",0,NA
"293",384,"ALCHKUL",FALSE,"Alchemilla kulczynskii","Alchemilla kulczynskii","Alchemilla kulczynskii",0,NA
"294",385,"ALCHLAE",FALSE,"Alchemilla laevipes","Alchemilla laevipes","Alchemilla laevipes",0,NA
"295",12255,"ALCHLAX",FALSE,"Alchemilla laxa","Alchemilla laxa","Alchemilla laxa",0,NA
"296",303,"ALCHLIN",FALSE,"Alchemilla lineata","Alchemilla lineata","Alchemilla lineata",0,NA
"297",305,"ALCHLOG",FALSE,"Alchemilla longituba","Alchemilla longituba","Alchemilla longituba",0,NA
"298",386,"ALCHLOI",FALSE,"Alchemilla longidens","Alchemilla longidens","Alchemilla longidens",0,NA
"299",304,"ALCHLON",FALSE,"Alchemilla longana","Alchemilla longana","Alchemilla longana",0,NA
"300",387,"ALCHLOR",FALSE,"Alchemilla lorata","Alchemilla lorata","Alchemilla lorata",0,NA
"301",388,"ALCHLOX",FALSE,"Alchemilla loxotropa","Alchemilla loxotropa","Alchemilla loxotropa",0,NA
"302",389,"ALCHLUD",FALSE,"Alchemilla ludovitiana","Alchemilla ludovitiana","Alchemilla ludovitiana",0,NA
"303",390,"ALCHMAR",FALSE,"Alchemilla marginata","Alchemilla marginata","Alchemilla marginata",0,NA
"304",306,"ALCHMAT",FALSE,"Alchemilla matreiensis","Alchemilla matreiensis","Alchemilla matreiensis",0,NA
"305",307,"ALCHMAU",FALSE,"Alchemilla maureri","Alchemilla maureri","Alchemilla maureri",0,NA
"306",391,"ALCHMEG",FALSE,"Alchemilla megalodonta","Alchemilla megalodonta","Alchemilla megalodonta",0,NA
"307",308,"ALCHMIC",FALSE,"Alchemilla micans","Alchemilla micans","Alchemilla vulgaris s.lat.",0,NA
"308",393,"ALCHMIO",FALSE,"Alchemilla microsphaerica s.lat.","Alchemilla microsphaerica s.lat.","Alchemilla microsphaerica s.lat.",0,NA
"309",392,"ALCHMIR",FALSE,"Alchemilla microsphaerica","Alchemilla microsphaerica","Alchemilla microsphaerica",0,NA
"310",395,"ALCHMOC",FALSE,"Alchemilla moncophila","Alchemilla moncophila","Alchemilla moncophila",0,NA
"311",394,"ALCHMOI",FALSE,"Alchemilla mollifolia","Alchemilla mollifolia","Alchemilla mollifolia",0,NA
"312",309,"ALCHMOL",FALSE,"Alchemilla mollis","Alchemilla mollis","Alchemilla vulgaris s.lat.",0,NA
"313",310,"ALCHMON",FALSE,"Alchemilla monticola","Alchemilla monticola","Alchemilla vulgaris s.lat.",0,NA
"314",396,"ALCHMUL",FALSE,"Alchemilla multiloba","Alchemilla multiloba","Alchemilla multiloba",0,NA
"315",311,"ALCHNIT",FALSE,"Alchemilla nitida","Alchemilla nitida","Alchemilla nitida",0,NA
"316",312,"ALCHNOR",FALSE,"Alchemilla norica","Alchemilla norica","Alchemilla norica",0,NA
"317",397,"ALCHOBE",FALSE,"Alchemilla obesa","Alchemilla obesa","Alchemilla obesa",0,NA
"318",314,"ALCHOBO",FALSE,"Alchemilla obsoleta","Alchemilla obsoleta","Alchemilla obsoleta",0,NA
"319",313,"ALCHOBS",FALSE,"Alchemilla obscura","Alchemilla obscura","Alchemilla obscura",0,NA
"320",315,"ALCHOBT",FALSE,"Alchemilla obtusa","Alchemilla obtusa","Alchemilla vulgaris s.lat.",0,NA
"321",398,"ALCHOCU",FALSE,"Alchemilla oculimarina","Alchemilla oculimarina","Alchemilla oculimarina",0,NA
"322",316,"ALCHO-O",FALSE,"Alchemilla obtusa ssp. obtusa","Alchemilla obtusa subsp. obtusa","Alchemilla obtusa subsp. obtusa",0,NA
"323",317,"ALCHO-T",FALSE,"Alchemilla obtusa ssp. trapezialis","Alchemilla obtusa subsp. trapezialis","Alchemilla obtusa subsp. trapezialis",0,NA
"324",318,"ALCHOTH",FALSE,"Alchemilla othmarii","Alchemilla othmarii","Alchemilla othmarii",0,NA
"325",319,"ALCHPAL",FALSE,"Alchemilla pallens","Alchemilla pallens","Alchemilla pallens",0,NA
"326",399,"ALCHPAT",FALSE,"Alchemilla patens","Alchemilla patens","Alchemilla patens",0,NA
"327",320,"ALCHPEN",FALSE,"Alchemilla pentaphyllea","Alchemilla pentaphyllea","Alchemilla pentaphyllea",0,NA
"328",321,"ALCHPHI",FALSE,"Alchemilla philonotis","Alchemilla philonotis","Alchemilla philonotis",0,NA
"329",322,"ALCHPLA",FALSE,"Alchemilla platygyria","Alchemilla platygyria","Alchemilla platygyria",0,NA
"330",323,"ALCHPLI",FALSE,"Alchemilla plicata","Alchemilla plicata","Alchemilla vulgaris s.lat.",0,NA
"331",324,"ALCHPRO",FALSE,"Alchemilla propinqua","Alchemilla propinqua","Alchemilla vulgaris s.lat.",0,NA
"332",400,"ALCHPSE",FALSE,"Alchemilla pseudincisa","Alchemilla pseudincisa","Alchemilla pseudincisa",0,NA
"333",401,"ALCHPSU",FALSE,"Alchemilla pseudothmarii","Alchemilla pseudothmarii","Alchemilla pseudothmarii",0,NA
"334",402,"ALCHPUN",FALSE,"Alchemilla pungentiflora","Alchemilla pungentiflora","Alchemilla pungentiflora",0,NA
"335",325,"ALCHREN",FALSE,"Alchemilla reniformis","Alchemilla reniformis","Alchemilla vulgaris s.lat.",0,NA
"336",403,"ALCHREV",FALSE,"Alchemilla reversantha","Alchemilla reversantha","Alchemilla reversantha",0,NA
"337",12256,"ALCHRHB",FALSE,"Alchemilla rhodobasis","Alchemilla rhodobasis","Alchemilla rhodobasis",0,NA
"338",404,"ALCHRHD",FALSE,"Alchemilla rhodocycla","Alchemilla rhodocycla","Alchemilla rhodocycla",0,NA
"339",326,"ALCHRHO",FALSE,"Alchemilla rhododendrophila","Alchemilla rhododendrophila","Alchemilla rhododendrophila",0,NA
"340",327,"ALCHRUB",FALSE,"Alchemilla rubristipula","Alchemilla rubristipula","Alchemilla rubristipula",0,NA
"341",328,"ALCHSAX",FALSE,"Alchemilla saxatilis","Alchemilla saxatilis","Alchemilla saxatilis",0,NA
"342",13045,"ALCHSEA",FALSE,"Alchemilla sericata","Alchemilla sericata","Alchemilla sericata",0,NA
"343",406,"ALCHSEC",FALSE,"Alchemilla sericoneuroides","Alchemilla sericoneuroides","Alchemilla sericoneuroides",0,NA
"344",330,"ALCHSEI",FALSE,"Alchemilla semisecta","Alchemilla semisecta","Alchemilla semisecta",0,NA
"345",405,"ALCHSEJ",FALSE,"Alchemilla sejuncta","Alchemilla sejuncta","Alchemilla sejuncta",0,NA
"346",329,"ALCHSEM",FALSE,"Alchemilla semihirta","Alchemilla semihirta","Alchemilla semihirta",0,NA
"347",331,"ALCHSER",FALSE,"Alchemilla sericoneura","Alchemilla sericoneura","Alchemilla sericoneura",0,NA
"348",332,"ALCHSIN",FALSE,"Alchemilla sinuata","Alchemilla sinuata","Alchemilla sinuata",0,NA
"349",407,"ALCHSMA",FALSE,"Alchemilla smaragdina","Alchemilla smaragdina","Alchemilla smaragdina",0,NA
"350",408,"ALCHSOJ",FALSE,"Alchemilla sojakii","Alchemilla sojakii","Alchemilla sojakii",0,NA
"351",419,"ALCH-SP",FALSE,"Alchemilla species","Alchemilla species","Alchemilla vulgaris s.lat.",0,2
"352",12257,"ALCHSPE",FALSE,"Alchemilla speciosa","Alchemilla speciosa","Alchemilla vulgaris s.lat.",0,NA
"353",334,"ALCHSPL",FALSE,"Alchemilla splendens","Alchemilla splendens","Alchemilla splendens",0,NA
"354",409,"ALCHSTA",FALSE,"Alchemilla stanislaae","Alchemilla stanislaae","Alchemilla stanislaae",0,NA
"355",410,"ALCHSTE",FALSE,"Alchemilla stenoleuca","Alchemilla stenoleuca","Alchemilla stenoleuca",0,NA
"356",337,"ALCHSTG",FALSE,"Alchemilla strigosula","Alchemilla strigosula","Alchemilla strigosula",0,NA
"357",335,"ALCHSTI",FALSE,"Alchemilla stiriaca","Alchemilla stiriaca","Alchemilla stiriaca",0,NA
"358",336,"ALCHSTR",FALSE,"Alchemilla straminea","Alchemilla straminea","Alchemilla vulgaris s.lat.",0,NA
"359",338,"ALCHSUA",FALSE,"Alchemilla suavis","Alchemilla suavis","Alchemilla vulgaris s.lat.",0,NA
"360",339,"ALCHSUB",FALSE,"Alchemilla subcrenata","Alchemilla subcrenata","Alchemilla vulgaris s.lat.",0,NA
"361",411,"ALCHSUC",FALSE,"Alchemilla subconnivens","Alchemilla subconnivens","Alchemilla subconnivens",0,NA
"362",412,"ALCHSUE",FALSE,"Alchemilla subsessilis","Alchemilla subsessilis","Alchemilla subsessilis",0,NA
"363",340,"ALCHSUG",FALSE,"Alchemilla subglobosa","Alchemilla subglobosa","Alchemilla vulgaris s.lat.",0,NA
"364",413,"ALCHSUP",FALSE,"Alchemilla superata","Alchemilla superata","Alchemilla superata",0,NA
"365",341,"ALCHSUS",FALSE,"Alchemilla subsericea","Alchemilla subsericea","Alchemilla subsericea",0,NA
"366",414,"ALCHTAC",FALSE,"Alchemilla tacikii","Alchemilla tacikii","Alchemilla tacikii",0,NA
"367",342,"ALCHTEN",FALSE,"Alchemilla tenuis","Alchemilla tenuis","Alchemilla tenuis",0,NA
"368",415,"ALCHTHA",FALSE,"Alchemilla thaumasia","Alchemilla thaumasia","Alchemilla thaumasia",0,NA
"369",343,"ALCHTIR",FALSE,"Alchemilla tirolensis","Alchemilla tirolensis","Alchemilla tirolensis",0,NA
"370",344,"ALCHTYT",FALSE,"Alchemilla tytthantha","Alchemilla tytthantha","Alchemilla tytthantha",0,NA
"371",345,"ALCHUND",FALSE,"Alchemilla undulata","Alchemilla undulata","Alchemilla undulata",0,NA
"372",346,"ALCHURS",FALSE,"Alchemilla ursina","Alchemilla effusa","Alchemilla effusa",0,NA
"373",347,"ALCHVEL",FALSE,"Alchemilla velebitica","Alchemilla velebitica","Alchemilla velebitica",0,NA
"374",348,"ALCHVER",FALSE,"Alchemilla versipila","Alchemilla versipila","Alchemilla versipila",0,NA
"375",416,"ALCHVIR",FALSE,"Alchemilla virginea","Alchemilla virginea","Alchemilla virginea",0,NA
"376",350,"ALCHVUL",FALSE,"Alchemilla vulgaris s.str.","Alchemilla acutiloba","Alchemilla acutiloba",0,NA
"377",417,"ALCHWAI",FALSE,"Alchemilla wallischii","Alchemilla wallischii","Alchemilla wallischii",0,NA
"378",351,"ALCHWAL",FALSE,"Alchemilla walasii","Alchemilla walasii","Alchemilla walasii",0,NA
"379",352,"ALCHXAN",FALSE,"Alchemilla xanthochlora","Alchemilla xanthochlora","Alchemilla vulgaris s.lat.",0,NA
"380",418,"ALCHZAP",FALSE,"Alchemilla zapalowiczii","Alchemilla zapalowiczii","Alchemilla zapalowiczii",0,NA
"381",421,"ALDR-SP",FALSE,"Aldrovanda species","Aldrovanda species","Aldrovanda species",0,NA
"382",420,"ALDRVES",FALSE,"Aldrovanda vesiculosa","Aldrovanda vesiculosa","Aldrovanda vesiculosa",0,NA
"383",428,"ALIS#PL",FALSE,"Alisma plantago-aquatica agg.","Alisma plantago-aquatica s.lat.*","Alisma plantago-aquatica",0,NA
"384",426,"ALISGRA",FALSE,"Alisma gramineum","Alisma gramineum","Alisma gramineum",0,NA
"385",427,"ALISLAN",FALSE,"Alisma lanceolatum","Alisma lanceolatum","Alisma lanceolatum",0,NA
"386",429,"ALISPLA",FALSE,"Alisma plantago-aquatica","Alisma plantago-aquatica","Alisma plantago-aquatica",0,NA
"387",430,"ALIS-SP",FALSE,"Alisma species","Alisma species","Alisma species",0,NA
"388",432,"ALKA-SP",FALSE,"Alkanna species","Alkanna species","Alkanna species",0,NA
"389",431,"ALKATIN",FALSE,"Alkanna tinctoria","Alkanna tinctoria","Alkanna tinctoria",0,NA
"390",435,"ALLIPET",FALSE,"Alliaria petiolata","Alliaria petiolata","Alliaria petiolata",0,38
"391",436,"ALLI-SP",FALSE,"Alliaria species","Alliaria species","Alliaria species",0,NA
"392",465,"ALLU#ER",FALSE,"Allium ericetorum agg.","Allium ericetorum agg.","Allium ericetorum agg.",0,NA
"393",13055,"ALLU*PR",FALSE,"Allium x proliferum (A. cepa x fistulosum)","Allium x proliferum","Allium x proliferum",0,NA
"394",13046,"ALLUAFL",FALSE,"Allium aflatunense","Allium hollandicum","Allium hollandicum",0,NA
"395",437,"ALLUANG",FALSE,"Allium angulosum","Allium angulosum","Allium angulosum",0,NA
"396",438,"ALLUASC",FALSE,"Allium ascalonicum","Allium ascalonicum","Allium ascalonicum",0,NA
"397",464,"ALLUATO",FALSE,"Allium atroviolaceum","Allium atroviolaceum","Allium atroviolaceum",0,NA
"398",439,"ALLUATR",FALSE,"Allium atropurpureum","Allium atropurpureum","Allium atropurpureum",0,NA
"399",440,"ALLUCAR",FALSE,"Allium carinatum","Allium carinatum","Allium carinatum",0,NA
"400",441,"ALLUC-C",FALSE,"Allium carinatum ssp. carinatum","Allium carinatum","Allium carinatum",0,NA
"401",443,"ALLUCEP",FALSE,"Allium cepa","Allium cepa","Allium cepa",0,NA
"402",444,"ALLUCHR",FALSE,"Allium christophii","Allium cristophii","Allium cristophii",0,NA
"403",442,"ALLUC-P",FALSE,"Allium carinatum ssp. pulchellum","Allium carinatum ssp. pulchellum","Allium carinatum ssp. pulchellum",0,NA
"404",445,"ALLUFIS",FALSE,"Allium fistulosum","Allium fistulosum","Allium fistulosum",0,NA
"405",446,"ALLUFLA",FALSE,"Allium flavum","Allium flavum","Allium flavum",0,2
"406",13047,"ALLUGIG",FALSE,"Allium giganteum","Allium giganteum","Allium giganteum",0,NA
"407",13048,"ALLUKAR",FALSE,"Allium karataviense","Allium karataviense","Allium karataviense",0,NA
"408",466,"ALLUMAR",FALSE,"Allium marginatum","Allium marginatum","Allium marginatum",0,NA
"409",467,"ALLUMOL",FALSE,"Allium moly","Allium moly","Allium moly",0,NA
"410",468,"ALLUMOS",FALSE,"Allium moschatum","Allium moschatum","Allium moschatum",0,NA
"411",447,"ALLUNIG",FALSE,"Allium nigrum","Allium nigrum","Allium nigrum",0,NA
"412",13049,"ALLUNUT",FALSE,"Allium nutans","Allium nutans","Allium nutans",0,NA
"413",448,"ALLUOCH",FALSE,"Allium ochroleucum","Allium ochroleucum","Allium ochroleucum",0,NA
"414",449,"ALLUOLE",FALSE,"Allium oleraceum","Allium oleraceum","Allium oleraceum",0,4
"415",13050,"ALLUORE",FALSE,"Allium oreophilum","Allium oreophilum","Allium oreophilum",0,NA
"416",13051,"ALLUPAA",FALSE,"Allium paradoxum var. normale","Allium paradoxum var. normale","Allium paradoxum var. normale",0,NA
"417",13052,"ALLUPAD",FALSE,"Allium paradoxum var. paradoxum","Allium paradoxum var. paradoxum","Allium paradoxum var. paradoxum",0,NA
"418",14470,"ALLUPAN",FALSE,"Allium paniculatum","Allium paniculatum","Allium paniculatum",0,NA
"419",450,"ALLUPAR",FALSE,"Allium paradoxum","Allium paradoxum","Allium paradoxum",0,NA
"420",451,"ALLUPOR",FALSE,"Allium porrum","Allium porrum","Allium porrum",0,NA
"421",469,"ALLURAM",FALSE,"Allium ramosum","Allium ramosum","Allium ramosum",0,NA
"422",13053,"ALLUROS",FALSE,"Allium roseum","Allium roseum","Allium roseum",0,NA
"423",452,"ALLUROT",FALSE,"Allium rotundum","Allium rotundum","Allium rotundum",0,NA
"424",470,"ALLUS-A",FALSE,"Allium schoenoprasum ssp. alpinum","Allium schoenoprasum subsp. schoenoprasum","Allium schoenoprasum subsp. schoenoprasum",0,NA
"425",453,"ALLUSAT",FALSE,"Allium sativum","Allium sativum","Allium sativum",0,NA
"426",454,"ALLUSCH",FALSE,"Allium schoenoprasum","Allium schoenoprasum","Allium schoenoprasum",0,NA
"427",455,"ALLUSCO",FALSE,"Allium scorodoprasum","Allium scorodoprasum","Allium scorodoprasum",0,NA
"428",456,"ALLUSEN",FALSE,"Allium senescens","Allium senescens","Allium senescens ssp. montanum",0,NA
"429",457,"ALLUS-M",FALSE,"Allium senescens ssp. montanum","Allium senescens subsp. montanum","Allium senescens subsp. montanum",0,4
"430",476,"ALLU-SP",FALSE,"Allium species","Allium species","Allium species",0,NA
"431",458,"ALLUSPH",FALSE,"Allium sphaerocephalon","Allium sphaerocephalon","Allium sphaerocephalon",0,NA
"432",471,"ALLUS-S",FALSE,"Allium schoenoprasum ssp. schoenoprasum","Allium schoenoprasum subsp. schoenoprasum","Allium schoenoprasum subsp. schoenoprasum",0,NA
"433",13054,"ALLUSTI",FALSE,"Allium stipitatum","Allium stipitatum","Allium stipitatum",0,NA
"434",459,"ALLUSTR",FALSE,"Allium strictum","Allium strictum","Allium strictum",0,NA
"435",460,"ALLUSUA",FALSE,"Allium suaveolens","Allium suaveolens","Allium suaveolens",0,NA
"436",473,"ALLUU-R",FALSE,"Allium ursinum ssp. ursinum","Allium ursinum subsp. ursinum","Allium ursinum subsp. ursinum",0,NA
"437",461,"ALLUURS",FALSE,"Allium ursinum","Allium ursinum","Allium ursinum",0,2
"438",472,"ALLUU-U",FALSE,"Allium ursinum ssp. ucrainicum","Allium ursinum subsp. ucrainicum","Allium ursinum subsp. ucrainicum",0,NA
"439",462,"ALLUVIC",FALSE,"Allium victorialis","Allium victorialis","Allium victorialis",0,NA
"440",463,"ALLUVIN",FALSE,"Allium vineale","Allium vineale","Allium vineale",0,NA
"441",474,"ALLUXAN",FALSE,"Allium xanthicum","Allium xanthicum","Allium xanthicum",0,NA
"442",475,"ALLUZAH",FALSE,"Allium zahariadii","Allium zahariadii","Allium zahariadii",0,NA
"443",13056,"ALLUZEB",FALSE,"Allium zebdanense","Allium zebdanense","Allium zebdanense",0,NA
"444",13057,"ALNU*PU",FALSE,"Alnus x pubescens (A. glutinosa x incana)","Alnus x pubescens","Alnus x pubescens",0,NA
