RELEVE_NR,SPECIES_NR,COVER_CODE,LAYER,_ORIG_NAME
120,4109,+,7,
120,4123,+,6,
120,4430,2a,1,
120,4430,+,7,
120,4532,1,6,
120,4568,1,6,
120,4668,+,6,
120,4688,r,6,
120,4991,1,6,
120,5000,r,6,
120,5664,+,6,
120,5730,+,6,
120,6285,+,6,
120,6545,+,6,
120,7447,1,6,
120,7552,1,6,
120,7806,r,6,
120,8374,1,6,
120,8429,+,7,
120,8590,+,6,
120,8782,2a,6,
120,8945,+,6,
120,10563,+,6,
120,10685,+,6,
120,12059,r,6,
120,12097,r,6,
120,12101,+,6,
120,12109,+,6,
121,80,2a,1,
121,80,2m,7,
121,83,+,1,
121,83,r,7,
121,435,r,6,
121,449,r,6,
121,705,1,6,
121,1451,+,6,
121,1506,+,6,
121,1748,+,6,
121,2018,r,6,
121,2206,2m,6,
121,2246,2b,6,
121,2315,3,1,
121,2315,1,4,
121,2315,r,7,
121,2455,r,6,
121,2457,r,6,
121,2954,+,6,
121,3067,2b,6,
121,3169,r,7,
121,3867,+,6,
121,4111,+,7,
121,4419,r,6,
121,4420,+,6,
121,4430,+,4,
121,4430,+,7,
121,4552,r,6,
121,4568,+,6,
121,4688,+,6,
121,4922,r,6,
121,4991,+,6,
121,6386,+,4,
121,6386,+,7,
121,6693,1,6,
121,6696,1,6,
121,7073,r,6,
121,8375,2a,6,
121,8653,r,7,
121,8851,1,1,
121,8851,+,7,
121,9049,r,7,
121,10021,+,6,
121,10350,r,7,
121,10563,1,6,
121,11288,r,7,
121,12072,+,6,
121,12097,+,6,
121,12101,+,6,
122,80,2m,1,
122,83,1,1,
122,83,+,7,
122,84,2b,1,
122,167,2a,6,
122,193,r,6,
122,961,1,6,
122,1048,+,6,
122,2018,r,6,
122,2032,r,6,
122,2315,1,1,
122,2315,1,4,
122,3123,+,4,
122,3346,+,6,
122,4109,+,7,
122,4111,1,4,
122,4430,3,1,
122,4430,1,4,
122,4430,+,7,
122,4532,1,6,
122,4538,r,6,
122,4584,+,6,
122,4677,r,6,
122,4991,1,6,
122,5000,r,6,
122,5431,r,6,
122,5432,+,6,
122,5730,+,6,
122,6285,r,6,
122,6386,+,4,
122,6386,+,7,
122,6454,3,6,
122,6545,r,6,
122,6743,1,6,
122,6941,r,6,
122,7447,+,6,
122,7552,r,6,
122,8374,1,6,
122,8388,+,6,
122,8782,+,6,
122,8945,r,6,
122,9201,1,4,
122,9201,+,7,
122,10563,r,6,
122,11602,1,1,
122,11602,+,7,
122,12101,r,6,
123,80,+,4,
123,80,+,7,
123,83,+,1,
123,83,+,7,
123,84,2b,1,
123,84,+,4,
123,84,r,7,
123,133,2m,6,
123,435,+,6,
123,1048,r,6,
123,2013,r,6,
123,2123,r,6,
123,2206,+,6,
123,2250,+,6,
123,2315,r,7,
123,2639,+,6,
123,3067,+,6,
123,3123,r,4,
123,3453,1,6,
123,3988,r,6,
123,4109,+,7,
123,4220,3,1,
123,4220,2a,4,
123,4220,+,7,
123,4430,3,1,
123,4430,1,7,
123,4532,1,6,
123,4552,r,6,
123,4568,2a,6,
123,4584,+,6,
123,4677,+,6,
123,4688,r,6,
123,4991,+,6,
123,5432,2m,6,
123,5664,2a,6,
123,5730,+,6,
123,6545,+,6,
123,6743,1,6,
123,6887,+,6,
123,6999,r,6,
123,7232,+,6,
123,8218,r,6,
123,8374,+,6,
123,8653,+,7,
123,8782,+,6,
123,8945,r,6,
123,9201,+,7,
123,9693,1,4,
123,9693,r,7,
123,10563,2a,6,
123,11602,2a,4,
123,11602,+,7,
123,11644,+,6,
123,12097,+,6,
123,12101,r,6,
124,80,1,1,
124,80,+,7,
124,83,+,7,
124,84,1,1,
124,84,+,7,
124,647,+,6,
124,1451,1,6,
124,1506,+,6,
124,2013,+,6,
124,2032,+,6,
124,2206,2m,6,
124,2271,3,6,
124,2315,3,1,
124,2315,+,7,
124,2954,+,6,
124,3093,+,7,
124,3169,r,4,
124,3169,r,7,
124,3367,+,6,
124,3453,+,6,
124,3628,+,6,
124,3867,+,6,
124,4109,+,7,
124,4111,1,7,
124,4220,r,4,
124,4220,+,7,
124,4420,+,6,
124,4430,1,1,
124,4430,1,7,
124,4568,+,6,
124,4584,1,6,
124,4688,r,6,
124,4991,1,6,
124,5137,r,6,
124,5717,+,6,
124,5730,+,6,
124,6285,r,6,
124,6386,r,7,
124,6673,1,6,
124,6693,+,6,
124,6696,2a,6,
124,6710,+,6,
124,6743,1,6,
124,7073,r,6,
124,8218,2m,6,
124,8653,+,7,
124,8782,+,6,
124,9705,+,6,
124,10350,1,7,
124,10563,+,6,
124,11288,+,7,
124,11602,+,7,
124,11822,r,6,
124,12072,+,6,
124,12101,r,6,
124,12110,+,6,
125,80,+,4,
125,80,+,7,
125,83,+,7,
125,84,2m,1,
125,84,2b,4,
125,84,+,7,
125,193,3,6,
125,249,+,6,
125,435,+,6,
125,478,3,1,
125,478,r,7,
125,961,1,6,
125,1451,r,6,
125,2032,+,6,
125,2315,2m,1,
125,2315,r,7,
125,2634,r,6,
125,3993,r,6,
125,4109,+,4,
125,4109,r,7,
125,4271,r,6,
125,4341,+,6,
125,4430,2m,1,
125,4430,+,4,
125,4532,2b,6,
125,4552,r,6,
125,4688,+,6,
125,5431,2a,6,
125,5432,1,6,
125,5664,2b,6,
125,6887,r,6,
125,7001,3,6,
125,8782,1,6,
125,8963,r,6,
125,9437,r,6,
125,9693,+,4,
125,9693,r,7,
125,10530,2a,6,
125,10563,+,6,
125,11602,+,4,
125,11602,+,7,
125,11644,2a,6,
125,12109,r,6,
126,1,r,7,
126,80,+,1,
126,80,+,7,
126,84,3,1,
126,84,2m,7,
126,249,+,6,
126,435,+,6,
126,651,r,6,
126,961,1,6,
126,1128,+,6,
126,2013,r,6,
126,2032,+,6,
126,2123,+,6,
126,2206,1,6,
126,2315,3,1,
126,2315,+,7,
126,3367,+,6,
126,3794,2a,6,
126,4430,+,7,
126,4532,2b,6,
126,4568,2a,6,
126,4677,1,6,
126,4688,r,6,
126,5431,r,6,
126,5432,2m,6,
126,6693,+,6,
126,6887,+,6,
126,6941,+,6,
126,6999,r,6,
126,7447,+,6,
126,8218,+,6,
126,8782,1,6,
126,8851,+,1,
126,8851,+,7,
126,9437,+,6,
126,9693,+,7,
126,10107,r,6,
126,11644,+,6,
126,12109,+,6,
127,193,+,6,
127,195,r,7,
127,249,+,6,
127,435,+,6,
127,478,4,1,
127,478,2a,4,
127,651,r,6,
127,1128,1,6,
127,1390,+,6,
127,1451,1,6,
127,1952,+,6,
127,2118,+,6,
127,2168,2b,6,
127,2279,1,6,
127,2315,r,4,
127,2315,+,7,
127,2759,r,6,
127,2794,1,6,
127,3123,r,4,
127,3191,+,6,
127,3967,+,6,
127,3993,+,6,
127,4109,r,4,
127,4115,+,6,
127,4220,+,7,
127,4271,1,6,
127,4341,+,6,
127,4419,+,6,
127,4426,+,4,
127,4430,+,4,
127,4532,r,6,
127,4540,r,6,
127,4552,r,6,
127,4667,+,6,
127,4677,+,6,
127,4688,+,6,
127,4709,+,6,
127,5431,1,6,
127,5432,+,6,
127,5537,+,6,
127,6520,+,6,
127,6526,+,6,
127,6529,2m,6,
127,6545,r,6,
127,6718,+,6,
127,6887,+,6,
127,6941,+,6,
127,7447,+,6,
127,7718,+,6,
127,8653,+,4,
127,8851,r,7,
127,8916,r,6,
127,8945,r,6,
127,8963,1,6,
127,9459,1,6,
127,9476,2a,6,
127,9573,+,6,
127,9693,2a,4,
127,9922,2b,6,
127,10267,1,6,
127,10337,r,7,
127,10530,1,6,
127,10970,r,6,
127,11644,+,6,
127,11816,+,6,
127,12024,+,4,
127,12024,+,7,
127,12056,r,6,
127,12110,+,6,
127,12270,2m,6,
128,84,3,1,
128,84,+,7,
128,167,+,6,
128,961,1,6,
128,1048,+,6,
128,2018,+,6,
128,3123,3,1,
128,3123,2m,4,
128,3346,r,6,
128,3794,+,6,
128,4220,2b,1,
128,4220,+,4,
128,4220,+,7,
128,4430,r,7,
128,4532,+,6,
128,4568,1,6,
128,4584,r,6,
128,4677,r,6,
128,4991,+,6,
128,5431,+,6,
128,5432,r,6,
128,5730,+,6,
128,6285,r,6,
128,6454,4,6,
128,6743,+,6,
128,7447,+,6,
128,8782,+,6,
128,9201,+,7,
128,9693,2m,4,
128,11288,1,1,
128,11602,+,4,
128,11644,+,6,
129,1,r,7,
129,80,+,4,
129,80,+,7,
129,83,+,7,
129,84,2a,1,
129,84,r,4,
129,188,r,6,
129,193,3,6,
129,195,2m,4,
129,234,r,6,
129,249,+,6,
129,435,r,6,
129,478,3,1,
129,1128,1,6,
129,1451,+,6,
129,2118,r,6,
129,2290,r,6,
129,2315,r,1,
129,2638,2m,6,
129,2688,r,6,
129,3123,r,4,
129,3191,1,6,
129,3346,r,6,
129,3453,r,6,
129,3794,+,6,
129,3993,+,6,
129,4271,r,6,
129,4341,1,6,
129,4430,3,1,
129,4430,r,4,
129,4430,1,7,
129,4532,1,6,
129,4668,+,6,
129,4688,+,6,
129,4709,1,6,
129,5431,+,6,
129,5432,r,6,
129,7001,2b,6,
129,7447,+,6,
129,8590,2m,6,
129,8782,+,6,
129,8945,1,6,
129,9693,+,7,
129,10530,+,6,
129,11602,1,1,
129,11602,2m,4,
129,11602,+,7,
129,11644,+,6,
129,12024,+,7,
130,80,r,1,
130,83,2a,1,
130,83,r,7,
130,84,3,1,
130,84,1,4,
130,435,+,6,
130,961,+,6,
130,2123,r,6,
130,2315,1,1,
130,3123,1,4,
130,3794,+,6,
130,4111,+,7,
130,4430,3,1,
130,4430,r,7,
130,4532,r,6,
130,4568,r,6,
130,4677,r,6,
130,4709,+,6,
130,5431,1,6,
130,5432,1,6,
130,5664,2a,6,
130,6454,4,6,
130,6696,r,6,
130,7447,r,6,
130,8388,+,6,
130,8782,+,6,
130,9201,+,7,
130,9693,+,4,
130,9694,+,4,
130,10563,1,6,
130,11288,1,1,
130,11602,2a,1,
130,11602,1,4,
130,11602,+,7,
130,11644,1,6,
131,193,+,6,
131,234,1,6,
131,249,+,6,
131,478,3,1,
131,478,+,7,
131,479,3,1,
131,479,1,4,
131,479,r,7,
131,660,+,6,
131,1128,+,6,
131,1451,2a,6,
131,1952,+,6,
131,2118,+,6,
131,2154,r,6,
131,2250,2m,6,
131,2279,2b,6,
131,2638,2b,6,
131,2759,+,6,
131,2810,r,6,
131,3191,1,6,
131,3428,r,6,
131,3473,2m,6,
131,3792,1,6,
131,3967,+,6,
131,3993,+,6,
131,3999,+,6,
131,4220,r,7,
131,4271,1,6,
131,4341,r,6,
131,4538,r,6,
131,4570,+,6,
131,4677,r,6,
131,4688,+,6,
131,4719,+,6,
131,5431,1,6,
131,5432,r,6,
131,5537,+,6,
131,6520,+,6,
131,6526,+,6,
131,6529,1,6,
131,6716,1,6,
131,7447,+,6,
131,7718,+,6,
131,8219,+,6,
131,8963,+,6,
131,9459,+,6,
131,9476,r,6,
131,9559,1,6,
131,9985,+,6,
131,9993,+,6,
131,10107,+,6,
131,10205,+,6,
131,10267,3,6,
131,10530,+,6,
131,10561,+,6,
131,10563,+,6,
131,10970,+,6,
131,11644,1,6,
131,11745,1,6,
131,11816,+,6,
131,11822,r,6,
131,12110,r,6,
131,12270,1,6,
131,12276,r,6,
131,50039,r,6,
132,84,+,4,
132,84,+,7,
132,193,+,6,
132,234,+,6,
132,249,1,6,
132,419,r,6,
132,478,3,1,
132,478,+,4,
132,479,2a,1,
132,479,r,7,
132,1128,1,6,
132,1952,+,6,
132,2118,+,6,
132,2168,2b,6,
132,2250,+,6,
132,2279,1,6,
132,2315,r,7,
132,2638,1,6,
132,2759,+,6,
132,3191,+,6,
132,3792,+,6,
132,3967,+,6,
132,3993,+,6,
132,4109,+,4,
132,4115,+,6,
132,4123,+,6,
132,4271,+,6,
132,4341,1,6,
132,4430,+,4,
132,4430,+,7,
132,4532,r,6,
132,4538,+,6,
132,4552,+,6,
132,4558,+,6,
132,4570,+,6,
132,4667,+,6,
132,4677,+,6,
132,4688,r,6,
132,5431,1,6,
132,5432,+,6,
132,5537,2a,6,
132,5611,r,6,
132,6386,r,7,
132,6520,1,6,
132,6526,+,6,
132,6529,2m,6,
132,6533,1,6,
132,6716,+,6,
132,7001,2m,6,
132,7447,+,6,
132,7552,r,6,
132,7718,r,6,
132,8026,r,1,
132,8026,r,7,
132,8218,+,6,
132,8219,+,6,
132,8590,+,6,
132,8782,+,6,
132,8963,1,6,
132,9459,+,6,
132,9476,1,4,
132,9476,1,6,
132,9559,+,6,
132,9628,+,1,
132,9693,1,4,
132,9694,r,4,
132,9922,+,6,
132,9993,1,6,
132,10205,+,6,
132,10267,2a,6,
132,10337,r,7,
132,10530,1,6,
132,10563,+,6,
132,10970,+,6,
132,11644,2a,6,
132,11816,1,6,
132,12024,+,4,
132,12109,r,6,
132,12270,1,6,
